,nickname,score,review,stay_date,sentimental_score_negative,sentimental_score_positive,topic_score_#0,topic_score_#1,topic_score_#2,topic_score_#3,topic_score_#4,topic_score_#5,topic_score_#6,topic_score_#7,topic_score_#8,topic_score_#9,topic_score_#0_negative,topic_score_#1_negative,topic_score_#2_negative,topic_score_#3_negative,topic_score_#4_negative,topic_score_#5_negative,topic_score_#6_negative,topic_score_#7_negative,topic_score_#8_negative,topic_score_#9_negative,topic_score_#0_positive,topic_score_#1_positive,topic_score_#2_positive,topic_score_#3_positive,topic_score_#4_positive,topic_score_#5_positive,topic_score_#6_positive,topic_score_#7_positive,topic_score_#8_positive,topic_score_#9_positive
345,jnhi3,50,처음으로 회원으로 예약해서 투숙했는데 디테일한 서비스와 친절함에 감동 받았습니다 조식도 맘에 들었고 수영장의 수질 상태도 맘에 들었습니다,2021-05-01,-2.877640724182129,3.3353559970855713,0.1919509,0.02319012,0.02519537,0.44617766,0.03527683,0.01922569,0.04508719,0.01898179,0.02482139,0.17009301,-0.5523657336251375,-0.06673282902713851,-0.07250322132521525,-1.2839390087194147,-0.10151405391320978,-0.055324629973174666,-0.12974474043554451,-0.05462276169123648,-0.07142705187970222,-0.48946658639188456,0.6402245932750326,0.07734730038664317,0.08403552675041093,1.488161338779193,0.1176607995788368,0.0641245221534783,0.1503818369212846,0.06331101525400529,0.0827881826383372,0.5673207570966561
346,soohaya,50,30시간 스테이케이션으로 예약했는데 전반적으로 좋았음 이태원과 가까워서 음식이나 관광도 좋았고 호캉스로 수영장으로 가서 보내기도 좋았다 추천합니다,2021-05-01,-2.9798922538757324,3.417661190032959,0.05141718,0.02319012,0.02519537,0.30564395,0.03527683,0.01922569,0.4666884,0.01898179,0.02482139,0.02955928,-0.1532176435261885,-0.06910405410449627,-0.07507948639747308,-0.9107860269279371,-0.10512116414444783,-0.057290486237631555,-1.3906811318828431,-0.05656367839153287,-0.07396507730269164,-0.08808347165759933,0.17572648582400596,0.07925596755375963,0.08610923649823743,1.0445874519816556,0.12056426620133287,0.06570689632076743,1.5949828138803923,0.06487331484982928,0.08483111219421247,0.10102360653342579
347,dajung102,40,위치 좋고 뷰 좋고 분위기 좋고 코너룸이라 객실 사이즈 좋았음 조식은 생각보다 종류가 다양하지 않음 청결 객실내 먼지가 너무 많고입실 시부터 먼지가 쌓여있음 샤워기는 집에서도 안쓰는 옛날느낌으로 물줄기 변경도 안됨너무 오랫동안 물줄기 변경을 안해서 그런듯 욕조에 정리안된 쓰레기가 있었는데 다음날 클리닝 후에도 그대로 남아있어 아쉬움  고급 호텔의 청결이라기엔 좀 아쉬움,2021-05-01,1.4834837913513184,-1.8767445087432861,0.17383014,0.04638586,0.20621674,0.00696295,0.08962592,0.40360385,0.012774,0.00537788,0.00703234,0.04819036,0.25787419017868984,0.06881266879940107,0.30591918777646043,0.010329420517451338,0.1329586067637507,0.5987397722651338,0.018950019104931215,0.007977990654508327,0.010432360915092032,0.07148961098835116,-0.32623475442467154,-0.08705440467509806,-0.38701612995427226,-0.01306767444824486,-0.1682049622576116,-0.7574613125642742,-0.02397353075449793,-0.010092897704001902,-0.013197903593400562,-0.09044098468535822
348,huny227,50,처음 방문하는데도 전혀 낯설지 않게 주차도움을 받아서 서비스 첫인상이 좋았고 객실 또한 불편함없이 편했으며 특히 조식의 퀼리티가 좋으면서 직원의 친절함이 돋보이는 만족한 경험이었음,2021-05-01,-2.9457905292510986,3.377326250076294,0.04508168,0.02033269,0.02209086,0.02154822,0.03093011,0.01685675,0.03953166,0.1398604,0.14498048,0.5187871,-0.13280118238677563,-0.05989584660347713,-0.06507503983321739,-0.06347653952647114,-0.09111362310965809,-0.0496564504114696,-0.1164519876743233,-0.4119994609378814,-0.42708211108424265,-1.528238084665972,0.1522555371342209,0.06867012878064127,0.07460803409852756,0.07277536575598198,0.10446107013116013,0.05693073957397221,0.13351131078082457,0.47235422227952384,0.4896463650012173,1.752113243782091
349,syun2005,40,전체적으로 졀 다섯개 이상의 호텔을 갈때는 어느정도 서비스를 생각하고 호텔에 투숙을 할것 입니다 하지만 광장히 기분니쁜 일을 발렛 서비스에서 경험했습니다,2021-05-01,-2.435103178024292,2.9420762062072754,0.33248463,0.02319012,0.02519537,0.02457647,0.03527683,0.01922569,0.18562092,0.01898179,0.16535512,0.17009301,-0.8096343858062411,-0.05647033094748899,-0.061353324333498716,-0.05984624082464407,-0.08590273039329599,-0.04681654006998581,-0.45200608944805865,-0.04622260849627002,-0.40265676878811263,-0.4141940409876348,0.9781951268859217,0.0682270954826869,0.07412669710355235,0.07230584837230225,0.10378713371127368,0.05656344660870083,0.5461108887816764,0.055845862250504474,0.48648735273754085,0.5004266117919727
350,polskagene,50,아이와 어린이날을 함께 보내기 위해 투숙했는데 최고의 선택이었다고 생각합니다 남산둘레길과 이어져 있어서 산책하기에 좋았고 객실도 깨끗하고 쉬기 편안했어요 전망도 좋아서 숙박하는 내내 행복했습니다,2021-05-01,-3.038572072982788,3.4798052310943604,0.05982454,0.51752037,0.02931513,0.19210784,0.04104505,0.02236934,0.05245953,0.02208555,0.02888001,0.0343926,-0.18178119152270522,-1.5725229377060401,-0.08907614903902905,-0.5837335217954553,-0.12471833459001935,-0.06797084068431491,-0.15940205311785416,-0.06710853900917524,-0.08775399011438756,-0.10450439088861341,0.20817776441758884,1.800870084109519,0.10201095841951746,0.668497871342236,0.14282877045391196,0.07784093360108368,0.18254893580397624,0.0768534165016499,0.1004968078804489,0.11967954596829689
351,se0se0,50,방문했을때 눈앞에 펼쳐진 리버뷰가 너무 좋았고 침구도 잠을 잘오게하고 편안하였습니다 조식먹는 레스토랑도 넓고 뷰도 좋고 분위기도 좋았습니다 전반적으로 만족하나 주차장 요금 지불이 좀 불만이긴 합니다,2021-05-01,1.105148434638977,-1.355634331703186,0.3028025,0.10480776,0.0161288,0.10569523,0.02258245,0.01230732,0.02886255,0.01215118,0.19581462,0.19884756,0.3346417123156513,0.11582812841105561,0.017824723084092664,0.11680891278734595,0.024956960242112247,0.013601412112908773,0.03189739877974196,0.013428859432387696,0.21640422566685125,0.2197560719585887,-0.41048946894019167,-0.14208099340270675,-0.021864761156533685,-0.14328407611162053,-0.030613545709098355,-0.016684221451144787,-0.03912705978900588,-0.016472559080362714,-0.26545302752517763,-0.2695645819238912
352,gogovl123,50,직원분께서 레이트 체크아웃도 가능하게 해주시고 층수도 꽤 높은 곳으로 해주셔서 너무나 감사했어요 객실이나 욕실도 정말 깨끗하고 조용해서 좋았습니다 한가지 아쉬운 점은 아웃도어풀을 현재 이용할 수 없다는 것이었어요  그렇지만 다른호텔들도 현재 날씨때문에 이용불가한 것으로 알게 되고나서는 아쉬움이 덜했습니다 다음엔 야외풀 이용하러 가볼게요 ,2021-05-01,-1.3660508394241333,1.9470540285110474,0.12287729,0.01484514,0.10609141,0.19565783,0.02258245,0.10226993,0.02886255,0.01215118,0.37573984,0.01892236,-0.16785662834043702,-0.020279222699764454,-0.1449262595791545,-0.2672785489366003,-0.030848775983064458,-0.1397059171360171,-0.0394277067340254,-0.016599131958336955,-0.5132797274615974,-0.025848906600561827,0.23924872705345646,0.028904299249429166,0.20656570707835797,0.3809563746990374,0.04396925196267287,0.19912506981159073,0.056196938661373874,0.02365900727595971,0.7315857743101652,0.03684285846231483
353,wlsrl24,50,남자친구랑 기념일을 맞이해서 처음으로 비싼 호텔을 예약해서 묵게 되었습니다 잘 모르고 낯설었는데 체크인 과정에서 굉장히 자세하고 친절하게 설명해주셔서 잘 즐길 수 있었습니다,2021-05-01,-2.9945108890533447,3.50319766998291,0.07151878,0.03225632,0.03504553,0.03418467,0.635495,0.02674199,0.06271408,0.02640274,0.03452535,0.04111551,-0.21416376189128528,-0.09659190183684885,-0.10494421197978987,-0.10236636120289067,-1.9029967185146717,-0.0800791938595995,-0.18779798806738235,-0.07906328070036617,-0.10338652457804454,-0.12312084602366458,0.2505444192555615,0.11300026548276776,0.12277140825559485,0.11975565003337252,2.2262646279417027,0.09368249298026221,0.21969981028625085,0.09249400352599402,0.12094911170082057,0.1440357630667286
354,pinkdna2021,40,하얏트는 이름에걸맞는 친절 객실상태프로그램 모두 중상이상 이라고 생각합니다 지역에따라 다른서비스와 키즈가능 클럽룸 노키즈존클럽룸이 같이 운영되고있지만  하얏트서울에서도 클럽룸과 이큐제큐티브룸은 노키즈존으로 이용에 어려움이 있습니다 코로나특화 룸서비스메뉴개편을 바랍니다 그외의 것들은 좋습니다 또갑니다  하얏트서울의무드는 언제나 함께하고 싶어요,2021-05-01,-2.613210916519165,3.193681001663208,0.1305976,0.00910891,0.00989656,0.00965346,0.01385649,0.00755171,0.01770993,0.3938605,0.00974967,0.39801523,-0.3412790904578493,-0.023803513665448417,-0.02586180255671522,-0.02522653496795413,-0.03620992887165375,-0.019734222279297664,-0.046279781089862304,-1.0292405297801466,-0.025477935682000075,-1.0400977463133287,0.4170870941071776,0.029090965786808365,0.031606460455233076,0.030830081473967708,0.044253206343946694,0.024117766529133333,0.056559865372329376,1.2578647614403238,0.031137325592373033,1.2711336812790464
355,leetemin,40,높은 지대에 있어서 그런가 들어가는 입구부터 만족도 높다 룸이 넓고 테이블이 크고 쇼파가 있음 창이 크고 깨끗하여 아주 만족스럽다  옆 호실 잠깐 열려있어서 봤는데 한강뷰남산뷰 12층 기준 대신 남산뷰는 일몰을 볼 수 있습니다 조식서비스 매우 친절 섬세 치즈과일 종류 다양하고 좋았습니다 어메니티 불량이었고 침구가 젖어있어서 교체 요청했었음 길 안내 해놓은 지도 같은 거 있었음 좋겠음 호텔 내에 즐길거리가 별로 없어서 아쉽다수영장 운영하지만 코로나때문에 개인적으로 사용하지 않음,2021-05-01,-2.7416956424713135,3.303504467010498,0.04858031,0.18370552,0.14864576,0.18405639,0.08006267,0.14713489,0.04697827,0.14707318,0.00628198,0.00748107,-0.13319241741961196,-0.5036646335797634,-0.40754142870454757,-0.5046265924291582,-0.21950748030645784,-0.403399073586197,-0.12880011478403564,-0.4032298953140767,-0.01722326528421636,-0.020510826602250787,0.1604852628795097,0.6068720178605176,0.49105192763255445,0.6080310944942724,0.2644873962308125,0.486060750484576,0.15519292074192315,0.4858569054008939,0.020752534643717624,0.024713759708768324
356,hursuh,50,내부느낌은 올드스쿨이지만 커튼 시스템은 최신식으로 좋더군요 조식은 정말 맛있었어요 객실이 살짝 건조한 느낌은 있었어요,2021-05-01,-1.7071093320846558,2.2072179317474365,0.05141718,0.02319012,0.02519537,0.16511022,0.03527683,0.30029315,0.04508719,0.01898179,0.02482139,0.31062672,-0.08777474043344524,-0.03958806748574073,-0.04301125039355003,-0.2818611897788674,-0.06022141239408496,-0.5126332345674669,-0.07696876657504559,-0.03240398477952744,-0.04237283195308894,-0.5302737646911488,0.11348891216158474,0.05118564511099599,0.055611671350651815,0.36443422846494755,0.07786366040718828,0.6628124200839949,0.09951725913270248,0.041896939417525925,0.05478622414392653,0.6856208563585326
357,finanlist,50,ㅤㅍㅏㅎ파차파ㅤㄹㅗㅌ홑호ㅤㅌㅗㅎㅤㅌㅗㅎ롱ㅤㅌㅗㅌ허털ㅤㅌㅓㅎㅤㅌㅗㅊ토츠초ㅤㅍㅗㅎㅤㅍㅡㅎ,2021-05-01,-1.1613787412643433,1.2862650156021118,0.1729289,0.07799421,0.08473837,0.08265685,0.11864487,0.06466083,0.15163958,0.06384052,0.08348059,0.09941529,-0.20083594766042623,-0.09058081169573295,-0.09841333719705947,-0.09599591177901434,-0.13779163072768608,-0.07509571600928133,-0.1761109853901388,-0.07414302666400197,-0.09695258147941477,-0.11545880996747915,0.22243239364763312,0.10032121738531519,0.10899599605846344,0.10631861818630295,0.15260874661338963,0.08317096644904431,0.19504868766922812,0.08211583177847537,0.10737816123060906,0.12787441575049296
358,urban0130,50,전반적으로 만족합니다 직원분들이 매우 친절하셨고 위생 상태도 좋았고요 다만 투숙객인데도 불구하고 주차비를 추가로 받는 것은 아쉬웠습니다,2021-05-01,0.09636452794075012,0.45044973492622375,0.55036294,0.026982,0.02931513,0.02859504,0.04104505,0.02236934,0.05245953,0.02208555,0.1923928,0.0343926,0.05303546535274606,0.0026001077023056207,0.0028249390986140877,0.002755547315031359,0.00395528661149247,0.0021556105364485267,0.005055237536758406,0.0021282637130487503,0.018539840992530365,0.0033142265688735906,0.24791084250962214,0.012154034791757862,0.013204994569535333,0.012880627178454285,0.018488730695588318,0.010076261623410132,0.02363037994459971,0.009948430671349873,0.08666328408514001,0.015492137110373894
359,zzon0902,40,1 남산 뷰 좋네요 비가 와서 남산타워는 잘 안보였지만 그 나름 운치있었어요  2 직원분들 진짜 친절하세요  3 티슈가 안 보이더라구요 따로 요청하진 않았어요 소독 물티슈가 4개 정도 있었어요  4 변기 물 내리는 레버를 완전 제쳐야 하더라구요  5 주차장 나오면 다시 한바퀴 뺑 돌아서 들어가야 하는 게 점 번거로웠어요,2021-05-01,1.3027271032333374,-1.0843772888183594,0.02789557,0.24131441,0.01366934,0.01333357,0.01913888,0.5441409,0.10070566,0.01029826,0.01346645,0.01603691,0.036340312413812415,0.31436682382326353,0.017807425689381096,0.01737000451146009,0.02493274022448211,0.7088670662818899,0.13119199387689573,0.013415827906411049,0.017543109901862697,0.02089172338181089,-0.030249320331400043,-0.2616758669300907,-0.014822726833546795,-0.014458621726799237,-0.02075376890550018,-0.5900540071359046,-0.10920293151329474,-0.011167203826726535,-0.01460271295930582,-0.0173900660416777
360,jungminious,30,새벽에 주변 도로 폭주족 오토바이들의 소음을 잠을 잘 수 없을 정도로 시끄러웠습니다  가능하다면 호텔에서 신고를 하던지 처리가 필요하다고 생각합니다  수영장에 어린이가 너무 많이 하루종이 사용하고 있기때문에 조용하게 수영장을 절대 즐길수 없고 들어가기도 힘듭니다 호캉스 하는 커플에게는 추천하고 싶지 않습니다 ,2021-05-01,-0.8718734979629517,1.311484694480896,0.10413989,0.01258143,0.01366934,0.24206656,0.01913888,0.39165223,0.17695,0.01029826,0.01346645,0.01603691,-0.09079681387467176,-0.010969414086939855,-0.011917939288267898,-0.21105142030403812,-0.016686683941223857,-0.3414711966582473,-0.15427800916605783,-0.008978783642253352,-0.011741041202967817,-0.013982160882478611,0.13657787738987182,0.016500350929414376,0.017927136221979834,0.31746659133910526,0.02510035072941874,0.5136459005459955,0.23206720721412033,0.013506015894947043,0.017661043569896617,0.02103216812528852
361,tguwar,50,그랜드 하얏트 서울은 오래된 만큼 조경이 아름답고 남산과 이태원이 근처에 있어서 도보로 즐길 곳이 많습니다 호텔 시설은 여느 새로운 호텔과 비교해도 전혀 손색이 없습니다 가족 여행에 적극 추천합니다,2021-05-01,-2.9651286602020264,3.4365549087524414,0.12287729,0.01484514,0.0161288,0.01573262,0.02258245,0.01230732,0.29875037,0.01215118,0.28577724,0.19884756,-0.36434698119063036,-0.04401776471147989,-0.04782398058055737,-0.04664923115348785,-0.0669598723266378,-0.036492778355497135,-0.8858332865297953,-0.03602981710760389,-0.847366287697632,-0.5896086053188796,0.42227456214816783,0.05101615569735163,0.05542752239594151,0.05406599938200429,0.07760583242882468,0.04229477063671627,1.026672053061219,0.04175820311087364,0.9820891803393863,0.6833505655411329
362,ch0k01,50,전망이 너무 좋아서 자주 찾습니다 그리고 또 찾는 이유는 음식 룸서비스로 여태 시켜본 음식중에 실패한경우가 없다는 특히 개인적으로 ㅤㄸㅗㅁ얌 쌀국수는 그거생각나서 재투숙 했어요 ,2021-05-01,-2.470452070236206,2.9258525371551514,0.03019799,0.26123187,0.09733491,0.01443409,0.02071855,0.09382884,0.02648031,0.3412976,0.09711526,0.01736056,-0.0746026941283553,-0.6453608127170369,-0.240461221167525,-0.0356587226347278,-0.05118419470764435,-0.23179965707516104,-0.0654183358328968,-0.8431593543169598,-0.2399186033768963,-0.042888428263247125,0.08835487420453703,0.7643259280428438,0.2847875830163993,0.04223201305927571,0.06061943388899094,0.27452935555240643,0.07747748121858855,0.9985864392092836,0.2841449396481899,0.05079443481638579
363,paramourr,50,너무 좋아요 또 가고 싶어요 객실 금액이 좀 비싸긴 한데 편안하게 쉬다가 갑니다 너무 좋아요 너무 좋아요 또 가고 싶어요 객실 금액이 좀 비싸긴 한데 편안하게 쉬다가 갑니다 너무 좋아요,2021-05-01,-2.93695330619812,3.448765516281128,0.08889572,0.04009365,0.04356055,0.04249053,0.0609905,0.03323951,0.07795174,0.03281782,0.5288546,0.05110536,-0.26108256634667093,-0.11775317551305786,-0.12793530021690813,-0.12479269385403668,-0.17912625413190053,-0.0976228775865895,-0.22894061096656593,-0.09638439973644886,-1.5532212910372323,-0.1500940602216838,0.306580479103415,0.13827359470952327,0.15023012138872005,0.14653986440280065,0.21034193734268225,0.11463526270923019,0.2688372616314805,0.11318095981199683,1.823895537044507,0.17625040820320326
364,eunsong1124,50,클럽 이용 포함 하여 1박 이용하였는데 코로나 때문에 제한이 되는 부분이 있었지만 전반적으로 클럽라운지 음식 종류도 많고 여유롭게 이용하였습니다 아침 조식은 라운지가 아닌 레스토랑에서 같이 진행되었는데 사람들이 많아 다소 붐볐습니다 방 상태는 언제나 처럼 깨끗하고 침구도 좋습니다,2021-05-01,-0.580924391746521,1.1266645193099976,0.20885625,0.01023935,0.01112475,0.01085148,0.07762729,0.0084889,0.01990777,0.628893,0.01095962,0.01305159,-0.12132969279147332,-0.005948289065720314,-0.006462637893153822,-0.006303889457341505,-0.04509558841367767,-0.004931409085461191,-0.011564910654435323,-0.36533929382100894,-0.006366712546666209,-0.007581985330478713,0.2353109319372173,0.01153631408176592,0.012533859687788418,0.012225977573236513,0.0874599176156936,0.009564142469707826,0.02242938098049052,0.7085514495619663,0.01234781880893121,0.014704760170419218
365,skyandshy,20,5성급 호텔 서비스는 아니에요 예약당시부터 공기청정기 비치를 부탁드렸었는데 체크인 당시 언급을 하시며 준비를 해놨다고 하셨는데 없었으며 화장실에는 먼지와 머리카락 카드키는 작동하지 않아서 몇번을 컨시어지에 컨택함 불편사항이 많았음에도 딱히 죄송하단 의례적 인사밖에 없었습니다 뭘 바란건 아니지만 여러모로 불편한 투숙이었습니다,2021-05-01,1.988085150718689,-2.521111488342285,0.0201963,0.00910891,0.17549852,0.00965346,0.01385649,0.2283543,0.01770993,0.00745591,0.00974967,0.50841653,0.04015196783246222,0.0181092967865919,0.34890599237531816,0.019191906499716915,0.027547880442120753,0.45398780293067276,0.03520884785137168,0.01482298506150681,0.01938316776504967,1.010775360571884,-0.05091712864782316,-0.022964587888990806,-0.44245132328003933,-0.024337456543114477,-0.03493375413875199,-0.5757066618208171,-0.04464870671022325,-0.018797181758830384,-0.024579996945939264,-1.2817747633947647
366,rhdwn1019,50,신라호텔 반얀트리 비스타워커힐 롯데시그니엘 그랜드하얏트 묵어봤습니다 뷰 서비스 수영장 부대시설 등 최고라고 생각합니다 한강뷰보다는 남산뷰 추천합니다,2021-05-01,-2.9951367378234863,3.472818374633789,0.04508168,0.02033269,0.02209086,0.26798326,0.15414762,0.01685675,0.03953166,0.38629547,0.02176296,0.02591706,-0.1350257923105449,-0.060899187781258135,-0.06616513991215367,-0.8026465004701606,-0.46169321459433377,-0.05048826704426723,-0.11840272518107575,-1.1570077467087714,-0.06518305115649348,-0.07762513497993506,0.15656048241934428,0.07061174057806596,0.07671753704778084,0.9306571816797486,0.5353267044001768,0.058540426311942895,0.1372862729179971,1.3415339979715668,0.07557881912779152,0.09000523805388738
367,contactcej,50,여러번 투숙 중에 이번이 제일 좋았어요 한강뷰도 좋지만 남산뷰가 좋네요 이전에는 저녁시간에 노을 본적이 없었는데 노을 맛집이었어요 다음에도 일몰시간에는 방에 있을려구요,2021-05-01,-2.8642947673797607,3.4141314029693604,0.0361685,0.5105924,0.01772323,0.01728788,0.02481486,0.01352397,0.13057172,0.0133524,0.01746017,0.21850483,-0.10359723686082933,-1.4624871425274506,-0.05076456213287628,-0.04951757940998869,-0.07107707088043114,-0.03873663326269772,-0.3739959029117301,-0.038245205902002644,-0.050011060809114216,-0.6258622446386859,0.12348400159630568,1.7432295504661255,0.0605094446666854,0.05902308826173153,0.08472118948356311,0.046172606804874006,0.4457890197805625,0.04558684391359091,0.0596112994894038,0.7460042058829508
368,iedbfdl1221,40,그랜드 하얏트 서울 엘레베이터 이용시 줄을 서서 기다려야 하는 점은 좀 그랬지만 그외에 전반적으로 만족스럽습니다 재방문 의사 있습니다,2021-05-01,-2.959177255630493,3.448254346847534,0.08889572,0.04009365,0.04356055,0.04249053,0.0609905,0.2762098,0.07795174,0.27578813,0.04291398,0.05110536,-0.26305818023876704,-0.11864421474496556,-0.12890338766883858,-0.12573700117819087,-0.18048170394631757,-0.8173537621900593,-0.230673006422224,-0.8161059568631828,-0.1269900648549589,-0.1512298231898681,0.30653503833073437,0.13825310006158187,0.1502078545672454,0.14651814454416368,0.2103107608627317,0.9524416484417557,0.26879741508635924,0.9509876124815122,0.14797830792642497,0.17622428470454654
369,greatjoy128,50,하이얏 남산은 관록에 어울리는 안정된 최고의 서비스와 철저한 시설관리로 늘 쾌적하고 만족스러운 호텔투숙을 보장하는 곳인듯 합니다 위치도 좋고 수영장이나 라운지의 뷰도 멋지지만 무엇보다 직원들의 안정되고 품위있는 서비스가 감동입니다 다른 하얏 호텔들의 들쭉날쭉하고 어수선한 서비스와 차별되는 부분이지요 믿고 가는 하얏 남산 호텔입니다 늘 기분좋고 쾌적한 시간을 보낼 수 있는 고품격 호텔,2021-05-01,-2.8955576419830322,3.4262142181396484,0.09676232,0.22421898,0.01270097,0.22491786,0.08862598,0.00969166,0.02272842,0.15125462,0.01251245,0.15658672,-0.2801808806028756,-0.649238979504819,-0.03677638347819645,-0.6512626249798288,-0.2566216406274471,-0.028062750236504508,-0.06581145791369858,-0.43796648278009087,-0.03623051243554487,-0.4534058781867607,0.33152844303766926,0.7682222554638827,0.04351623540067351,0.7706167658678282,0.3036516010083403,0.03320569152771746,0.07787244486211975,0.5182307437478926,0.04287032488572251,0.5364996517104998
370,kimsj618,50,친절한 서비스와 자세한 설명 호텔 어디를 가든 미소로 맞이해주시고 체크인 할 때 레이크 체크아웃 가능한지 물었는데 바로 가능하다고 변경해주셔서 푹 쉬고 다음날 좀 여유있게 여행했습니다,2021-05-01,-2.885859727859497,3.4419476985931396,0.0361685,0.01631268,0.01772323,0.11614383,0.5190946,0.01352397,0.13057172,0.0133524,0.01746017,0.1196489,-0.10437720907044845,-0.04707609342505714,-0.05114676294147813,-0.33517480198428906,-1.4980341617619217,-0.03902827711686441,-0.37681167695765794,-0.038533149853585025,-0.05038758858906922,-0.34528993090446924,0.12449007520267674,0.05614737606921549,0.061002439341528714,0.39976098878926614,1.7866964169165556,0.0465487935209119,0.4494210414272004,0.045958258184802814,0.060096976615853226,0.41182524276934807
371,20005905,50,결혼식 후 휴식을 위해 2박 했습니다 남산의 좋은 뷰에  좋은시설 덕분에 편하게 쉬었습니다 코로나로 인해 사우나 시설은 이용 못했지만 탕시설들이 만족스러웠습니다 앞으로도 자주 이용하겠습니다  티비만 아이폰 연결이 되면 좋을거 같습니다,2021-05-01,-2.9462053775787354,3.4660234451293945,0.05141718,0.02319012,0.30626282,0.16511022,0.3163443,0.01922569,0.04508719,0.01898179,0.02482139,0.02955928,-0.15148555948950193,-0.06832285145557115,-0.9023131700621079,-0.4864486049309811,-0.9320152512273197,-0.056642832779567165,-0.13283612814188306,-0.05592424129967144,-0.07312892210071986,-0.08708771182444419,0.17821313639059966,0.08037749397420413,1.0615141178156762,0.5722758781083002,1.0964567292409413,0.06663669406980333,0.15627326526650975,0.06579131684805795,0.08603153074360392,0.10245316000823479
372,purna0212,30,최근 방문한 호텔들에 비하여 욕실의 노후가 너무 심하여 청결함도 느껴지지 않고 사용도 불편하여 리뉴얼이 꼭 필요하다고 생각이 됨,2021-05-01,1.1325231790542603,-1.0049992799758911,0.22333734,0.026982,0.19282793,0.19210784,0.20455785,0.02236934,0.05245953,0.02208555,0.02888001,0.0343926,0.2529347113250946,0.030557740527813015,0.21838209472885772,0.21756658323242384,0.23166650766623498,0.02533379190154461,0.05941163007122485,0.025012398625039456,0.03270728008813806,0.038950415574023456,-0.2244538632532933,-0.027116890670429994,-0.1937919258706966,-0.19306824225707508,-0.20558049292511704,-0.022481166912073913,-0.052721786668981085,-0.02219596302622806,-0.029024388680501945,-0.034564537248009675
373,koara85,40,화장실에 턱이 있는게 좀 에러였어요 서비스는 매우 좋았지만 룸서비스로 나오는 요리도 한정적이고 객실에 조명도 종류가 너무 적어서 스탠드가 있었으ㅤㅁㅕㅁ 했습니다,2021-05-01,1.7607539892196655,-2.193668842315674,0.0361685,0.11516862,0.01772323,0.01728788,0.02481486,0.21123587,0.03171578,0.30992025,0.01746017,0.21850483,0.06368382547502494,0.20278361348282647,0.031206252339810447,0.030439700716416995,0.04369286203362854,0.371934393638762,0.05584368703059894,0.5456933189387669,0.030743056136400826,0.3847332531901504,-0.07934170506462657,-0.25264182126124624,-0.038878902937270254,-0.037923880019497425,-0.05443558308633811,-0.46338153751536737,-0.0695739194851086,-0.6798623990318617,-0.03830182113849556,-0.47932724008764893
374,zoonhim,50,남산 남대문을 느끼고 싶으시다면 당연히 추천합니다 주위의 편의 시설까지 가는데 걸어서 가면 오르막 내리막이 있어 힘들었지만 멋진 정경을 경험할 것이고 남대문시장부터 놀거리는 즐비하였습니다 자연 속에 있어 모기는 있었지만 멋진 풍경들을 접할 것이고 대체적으로 사람이 많은 이유를 알 거 같습니다,2021-05-01,-2.9806365966796875,3.457071304321289,0.02789557,0.4700474,0.01366934,0.01333357,0.01913888,0.01043059,0.25319433,0.01029826,0.01346645,0.16852556,-0.08314655068321031,-1.4010405252456621,-0.04074334875714669,-0.03974253011459439,-0.05704605191996848,-0.031089799022922193,-0.7546802923970972,-0.030695383195265435,-0.04013859484713578,-0.5023134566501994,0.09643696743857433,1.6249874276567198,0.04725589895366333,0.0460951061841417,0.06616447954005267,0.03605929423901877,0.8753108599985353,0.035601833694757445,0.0465544791996404,0.5826048833642687
375,juju769,50,친절함과 편안함이 다른호텔이 따라올수없어요 최고입니다 2년전 엄마와 함께 숙박후 만족하셔서 이번에도 또 머물게 됐어요,2021-04-01,-3.0130832195281982,3.5115864276885986,0.43837917,0.0529618,0.0575414,0.05612796,0.08056554,0.0439078,0.10297053,0.04335077,0.05668731,0.06750774,-1.320872916429522,-0.15957830037692844,-0.17337703857781417,-0.16911820839529845,-0.24275068262011956,-0.13229785185113307,-0.310258762858755,-0.1306194696385896,-0.17080359476428608,-0.2034064501388002,1.5394063383226637,0.18597992585315382,0.2020616130337176,0.19709817552564424,0.2829128637656524,0.15418603042950174,0.36158990022746806,0.15222996623590657,0.1990624026868426,0.23705927701644214
376,푸르릉,50,서울 도심에 위치해있지만 도심 속의 휴식이라는 타이틀에 걸맞게 휴양지의 느낌을 받았다 직원들이 모두 친절했고 분위기가 다른 호텔에서 차별화되어 더욱 편하게 묵을 수 있었다,2021-04-01,-2.9989559650421143,3.453376054763794,0.0401362,0.01810218,0.01966748,0.12888487,0.68574,0.01500755,0.03519502,0.01481716,0.01937556,0.02307395,-0.12036669473830042,-0.05428765250123391,-0.05898190688597271,-0.38652004019454367,-2.056504045621409,-0.04500699524876128,-0.10554831245812846,-0.04443602040808159,-0.05810643689482298,-0.06919774557804903,0.13860539009097206,0.06251364855051023,0.06791920497621096,0.4450879129448744,2.3681180752429327,0.05182672953544265,0.12154163619355085,0.05116923710619048,0.06691107843506039,0.07968300982355903
