,nickname,score,review,stay_date,label1
11,JAM,50,호캉스하러 신라스테이 다른 지점들 투숙해봤는데 이번에는 구로점에 투숙하게됐어요 역시나 신라스테이가 추구하는 모던 심플한 인테리어였고 침대 어메니티 등 부족함이 없었습니다 친절한 직원분들께도 감사의 말씀 남깁니다 재방문 의사 100 고민하시는 분들께 추천합니다,2018-06-01,1
12,gjrcjswo,50,신라스테이 구로를 처음으로 이용해보았는데 아주 편히 쉬다갑니다 모든게 만족 스러운 투숙이였습니다 특히 직원들이 아주 친절하고 인테리어 등이 아주 깔끔하게 잘되어있던거 같아서 매우 만족 이번여름이 가기전에 다시한번 호캉스 즐기러 갈 의사가 있습니다 역시 신라라는 이름에 걸맞는 침구류와 어매니티 짱이였습니다,2018-06-01,1
13,dladbwlsdlsrks97,50,신라스테이 구로에서 주말 저녁먹었는데 가격대비 만족하고갔습니다 직원들 친절한 응대 서비스와 음식 리필도 계속해서 좋더라고요 재방문 의사 10000입니다 ,2018-06-01,1
14,gainyoo,50,신라스테이는 처음 이용해봤는데 위치가 광화문이라 인사동이랑 경복궁에서도 가깝더라구요  침대도 정말 편안하고 객실도 아늑하고 깔끔해서 편하게 잘 쉬었습니다 직원분들도 다 너무너무 친절하셨는데 미란다씨  정말 넘 친절하셨어요  귀찮게 이것저것 여쭤봤는데도 세세하게 다 알려주시고  감사했습니다  다음번에는 가족들도 같이 투숙하면서 여기저기 둘러봐야겠어요 ,2018-06-01,1
15,ddd0817,50,방이 깔끔한게 제일 좋았고 직원분들이 너무 친절해서 좋았어요 프론트 직원분들한테 여러가지 물어보고 도움 청했는데 기분 좋게 도와주시더라구요 이쪽에서 일 있으면 재방문 할 것 같아요,2018-06-01,1
16,Avillasboas,50,약 6개월 만에 다시 재방문여전히 호텔의 청결도와 위치는 물론 서비스와 친절도 까지 모두 만족스러웠습다 특히 남자 프론트 매니져분Jay Park 이름이 정확히 기억나진 않지만 올해 초 방문했던걸 기억하시고 환영해 주시고 세심한 친절이 기억에 남네요,2018-06-01,1
17,hyunwoo,40,방크기는 작지만 조식이 만족스러웠다 예약시 전화를 안받아서 애로사항이 있었지만 그외 교통 및 주변 환경이 좋아서 만족,2018-06-01,1
18,석현 정,50,일 때문에 하루 숙박하게 되었는데 프론트 직원분들 너무 친절하고 좋습니다 특히 yuni park 직원분이 하나하나 꼼꼼히 알려주고 신경 써준 덕분에 편히 묵고 갑니다 다음에도 또 이용하고 싶은 마음이 듭니다,2018-06-01,1
19,shforyou91,50,일단 광화문이라 위치가 어디 다른곳으로 움직이기도 편하고 너 무 좋았어요 전체적으로 서비스가 좋고 호텔 객실도 깨끗하더라구요 근데 무엇보다 프론트 직원들이 엄청 친절하시더라구요 제가 이것 저것 물어봐도 다 대답해주신 미란다님 감사해용 하트 프론트 직원들이 앞에서 밝게 웃는모습이 저까지도 기분좋게 만들었어요 다음에 또 서울에 볼일이 있으면 신라스테이 광화문으로 올 생각입니다,2018-06-01,1
20,광석 최,50,여자친구랑 기념일 축하할겸 예약 했던 신라스테이 광화문  일단 위치도 너무 좋았고 또 체크인 체크아웃 할때 직원 분들이 너무 친절하게 도와주셔서 편했어요  그리고 로비쪽도 예뻐서 여자친구도 아주 만족했습니다 다음에 또 기회가 있으면 꼭꼭 투숙하고싶네요,2018-06-01,1
21,kje3007,50,다양한 문화생활을 경험하기에 좋은 위치와 편리한 교통편이 준비되어 있는 곳을 매우 합리적인 가격에 투숙할 수 있었습니다 가격대비 위치나 서비스적인 측면에서 매우 만족했으며 다음에도 이용할 예정입니다,2018-06-01,1
22,14-May-16,50,부산에 살아서 오히려 해운대에서 숙박할 일이 없죠 그래서 결혼기념일을 맞이하여 우리꼬마랑 신라스테이에서 하룻밤 자기로 했어요 깔끔한 방과 포근한 침대 걸어서 5분거리 해변까지 뭐하나 부족하지 않네요 참 2층의 바에서는 5천원에 무제한 맥주찬스까지 신라스테이 해운대 추천합니다,2018-06-01,1
23,지영 김,40,방 사이즈도 적당하고 직원분도 친절하셔서 기분이 좋네요 바로 앞이 해운대 바다라 산책하기 딱이네요 뷰도 바다가 보여서 좋아요,2018-06-01,1
24,아롬 윤,50,부산에와서 묵었던 숙소 중 가장 마음에 드는 곳이었습니다 깔끔하고 쾌적한 것은 물론 아늑한 객실이 너무 좋았어요 신라스테이의 베딩은 더할나위 없이 만족스러웠구요 도시뷰로 선택했는데 바다도 좀 보이는 방이라 뷰도 좋았구요 여러모로 좋은 선택이었습니다,2018-06-01,1
25,나은 김,50,제주에서 좋았던 호텔이라 부산에서도 신라스테이로 왔음 시설이나 룸 컨디션이 좋음 깔끔한 비지니스호텔 데스크분들도 친절함,2018-06-01,1
26,sooniowajune,40,모터쇼를 보기 위해 성인 3식구가 숙박했는데 간이침대가 아닌 더블과 싱글로 구성된 트리플 룸이었어요 체크인 프론트 매우 친절 신속했구요 주차장도 매우 좋아요 또한 비지니스 호텔 로비로는 넓고 분위기 좋습니다 룸은 깨끗한 모던 스타일로 우리 방의 경우 침실과 욕실이 통유리로 구분되어 있어 분위기 있죠 물론 슬라이딩 도어로 가릴 수도 있구요 1층에는 이마트24 편의점이 있어요 전반적으로 가성비 좋은 선택으로 생각되어 다음에도 다시 찾을 생각입니다,2018-06-01,1
27,illiilli,40,가족여행 왔는데 위치가 괜찮았어요 오션뷰 했는데 뷰가 좋아서 가치가 있어요 숙소는 전반적으로 깔끔했어요 잘 지내다가 가요,2018-06-01,1
28,Seunghyun J,50,돈을 조금더 추가해서 씨뷰로 했는데 너무좋아요 어메니티 아베다고 침구 깔끔 푹신하네요 고급진건 아니지만 깨끗해서 만족해요,2018-06-01,1
29,수정 선,50,여러 신라스테이를 방문해봤지만 해운대점이 제일 좋은거같네요 가격대비 너무 좋아요 인테리어도 깔끔하고 룸 컨디션도 좋아요 또 방문하고싶어요,2018-06-01,1
30,jhh1229,50,작년에 새로 지어진 건물이라 깨끗하고 좋은것 같아요 애기가 있어서 공기 청정기 필요했는데 친절히 가져다 주셨어요 잘 놀다 갈 것 같아요 ,2018-06-01,1
31,soram83,50,생긴지 오래되지않아 시설이 깨끗하고 좋아요 가성비 최고입니다 해운대 해변도 가깝고 해운대역도 가까워서 이동도 편리하구요 실내 및 외관도 고급지고 어메니티도 아베다로 더더욱 만족했어요 재방문의사 100 강추합니다,2018-06-01,1
32,조무현 J,50,예전에 와 봤던 해운대아들한테 바다보여주고 싶어서 다시 찾았네요숙소를 찾던중 전에는 못보던 신라스테이를 보고 바로 예약했습니다신라라는 자체가 갖는 신뢰때문인지 들어서는 순간부터 친절과 깨끗한 실내까지 아들녀석 잘 뛰어놀고 푹자는 모습보니 또 오고싶은 신라스테이네요암튼 즐거운 부산여행은 신라스테이에서 시작이네요,2018-06-01,1
33,진희 한,50,너무 깔끔하고 깨끗합니다 생일날 왔는데 최고로 좋습니다 다음에도 꼬 오고싶은 호텔이네요 오션뷰라서 더욱 좋습니다,2018-06-01,1
34,정 전,50,지난1월에 왔다가 너무좋았던 기억이 많아 이번6월에는 가족과 같이 다시 해운대 신라스테이를 방문했네요 역시나 변함없이 기분 좋게해주는 곳입니다 가족들도 바다가 시원하게보이는 깨끗한 객실과 맛있는 뷔페에 매우 만족해하며 기분좋은 여행을 하며 좋은추억을 남겼습니다 여전히 저녁에 바에서하는 5천원 무제한 프로모션 해서 신나게 마시고 놀았어요  좋은여행 즐거운 추억을 남겨준 밝고 친절한 신라스테이 해운대 전직원 여러분께 감사드려요,2018-06-01,1
35,윤지 장,50,해운대역에서 10분 좀 안되게 걸으면 있음 위치도좋고 이동하기 편하고 로비가넓고 깨끗해서 맘에들었음 룸컨디션도 좋고 딱 필요하게 배치되어있어서 좋았음 다음에도 방문할 의사 있음,2018-06-01,1
36,iejoayo97,50,첨으로 친구들과 부산여행 왔는데 신라스테이 해운대에서 묵게 되었어요 직원분들도 친절하고 조식도 맛있고 인테리어도 너무 예뻐요 바다 앞이라서 놀기도 좋았고 근처에 맛집도 많아서 좋았습니당,2018-06-01,1
37,Sohui K,50,모던하면서도 코지한 분위기가 넘 맘에 들어요 오션뷰로 예약했는데 가성비 뿐만 아니라 가심비도 좋은 것 같아요 비즈니스 호텔이라 큰 기대 안했는데 친구들이랑 오기에도 좋네요,2018-06-01,1
38,Min J,50,부산에 여행을 가게외어 신라스테이 해운대 지점을 첫 방문 했는데 직원들과 서비스 객실 조식 모두 좋았습니다  바닷가와 위치도 가까워 편리했습니다  다음에 꼭 다시 방문할 예정입니다 ,2018-06-01,1
39,HM L,50,너무 깔끔하고 프론트에 직원분들도 너무 친절하셨습니다 바닷가 바로 앞에 호텔이 있어서 창문을 열었을 때 진짜 오션뷰를 볼 수 있었습니다 오션뷰때문에 해운대에 숙소 잡으시는 분들 추천드려요 조식도 유명한 이유가 다 있었어요 맛있고 깔끔하고 다 만족입니다 신라스테이 강추요,2018-06-01,1
40,송희 김,50,처음 와보는데 좋네요 시티뷰라 아쉽긴 하지만 다음엔 오션뷰로 가보고 싶네요 해운대 오시는 분들은 추천합니다 정말 가깝네요,2018-06-01,1
41,myedk,50,신라스테이만의 모던하고 럭셔리한 분위기에 감동하고 해운대 오션뷰에 한번 더 감동합니다 밤도 좋지만 낮에 보는 뷰가 진짜 최곱니다 무엇보다 신라스테이는 침구가 아주 좋습니다 굳,2018-06-01,1
42,ahnsook,50,해운대 바로 바닷가에 위치해 해변에 수시로 나갈수 있고 룸에서 바다 뷰를 즐길수 있어 좋았습니다 너무 화려하지 않고 절제된 듯한 내부 시설도 깨끗하고 편안한 느낌이었슴,2018-06-01,1
43,jihwan1962,50,하루 잘 머물다가 갑니다 가족끼리 잘 지내다 가네요 꼭 추천드리고 해운대에 오실때는 꼭 여기로 오세요 다음번에 또 오겠습니다,2018-06-01,1
44,SOYEONG S,50,바다보면서 힐링하러 온건데 만족스럽습니다 스텝분들도 친절하셔서 좋은 기분으로 안내받았고 군더더기없이 깔끔하고 고급진 객실도 너무 좋았어요 그리고 바다전망은 정말 기대이상이네요 이번이 첫 부산방문인데 담에도 답답할때 여기로 오고싶네요,2018-06-01,1
45,한숙 최,50,해운대 오션뷰 너무 좋아요 오늘 날씨가 흐려서 아쉽지만 그래도 확 트인 창이 너무 좋아요 호텔 안에서 맥주도 마실수 있고 조식 포함도 너무 좋어요,2018-06-01,1
46,가늬,50,여름휴가가없어 미리 해운대로 놀러와서 신라스테이 숙박을하였는데 위치 분위기 직원친절 모두 만족하고 좋은휴가 보내고 갑니다 ,2018-06-01,1
47,Huimin1234,40,신랑 생일을 기념하기 위해 부산 여행을 왔다가  해운대 신라스테이를 이용하였습니다  이제는 타지로 여행을 가게 되면 찾게되는 신라스테이  역시 대만족이었습니다,2018-06-01,1
48,BlackStar_Lazarus,40,신라스테이는 호텔 신라의 저렴한 브랜드이기 때문에 뭐 엄청난 서비스 무지무지 맛있는 음식 그런거 생각하심 안되고 그냥 저냥 가격 적당하고 깔끔한 비지니스호텔이다 라고 생각하면 됩니다 별 기대 안하고 가면됨 조식은 비추 루프탑에서 술한잔 하는거 괜찮음,2018-06-01,1
49,YD_Kim,50,좋은 위치에 있으며 로비로 들어서자 넓은 로비와 인테리어에 좋은 인상을 받았다 객실도 깨끗하고 침구류도 편안해서 잠을 푹 잘수있었다  체크인을 도와준 남직원과 체크아웃을 도와준 여직원도 친절하게 대해줘서 감사하다는 말을 하고 싶다,2018-06-01,1
50,SummerEllaHee,40,제주에 늦게 도착했거나 이른 아침에 공항에 가야한다면 정말 최적의 위치를 자랑하구요 게스트하우스나 펜션에서 하루 보내고 하루쯤은 호텔에서 푹 쉬고 싶다하면 이 호텔을 추천드려요 제주 서쪽 협재에서 놀다가 다음날 아침에 공항으로 가야해서 일부러 이호텔을 잡았구요 택시타고도 공항까지 몇분 안걸립니다 인근에 편의점이나 스타벅스등 다양한 가게들이 있어서 편리합니다  다만 주차가 저녁쯤 되면 금세 만차가 되어서 주차 한번 하고 나면 이동하기가 쉽지 않습니다 하지만 직원분이 주차장에서 계속 정리해주고 계셔서 큰 문제는 없으실거에요,2018-06-01,1
51,마이송,40,공항에서 가깝고 주변에 먹을곳이 많아서 좋아요 특히 루프탑이 있어서 저녁시간에 좋구요 그리고 침구 베게는 특급호텔급 제주시에서 숙소를 찾는다면 강추합니다 조금 아쉽다면 부대시설이 없어서 딱 편하게 자기에 좋습니다,2018-06-01,1
52,vvelyy,40,마포에 비즈니스가 있어 롯데시티랑 고민하다 갔는데 분위기도 그렇고 깔끔하고 좋았어요  직원도 친절했고 침구가 너무좋아요,2018-06-01,1
53,Bomoonk,50,일때문에 투숙하게 되었다 근처에 여의도 가깝고 지하철도 가까워서 너무 편했다 객실도 좋았고 직원분들도 친절해서 좋았다 다음에 또 투숫하고 싶다,2018-06-01,1
54,Jkyuan,40,역에서 가까워서 이동하기에도 좋고 조식에 쌀국수랑 오믈렛 완젼 짱짱 맛있었어요 빵도 완젼 맛나요 다음에도 꼭 오고 싶어요,2018-06-01,1
55,국원 박,50,가격 때문에 선택하는 곳이지만 매번 만족 하고 돌아갑니다 마포는 이번이 두번째 인데 직원들 친절하게 맞아주시고 뷰도 좋고 맛있는 조식 깔끔한 룸 컨디션 다음번에도 신스 예정입니다,2018-06-01,1
56,apenzel,50,도심 호텔이라 규모가 조금 작지만 통유리로 되어있어 갑갑한 느낌은 없었습니다 파스타 피자 야채죽 등 다양한 음식들과 디저트가 있어 입과 눈이 즐거운 식사였습니다 음식들이 대체적으로 자극적이지 않아 깔끔했고 서비스도 훌륭했습니다,2018-06-01,1
57,bluekup2018,50,가격 잘 찾아 보시면 10만원대 이하로 즐기실 수 있습니다 조식이 다른 곳보다 뛰어났으면 1만 1천원1만 5천원으로 프로모션 자주 진행중이니 추천드립니다,2018-06-01,1
58,kiljy3,50,친구 생일에 여자 셋이서 어디서 보낼까하다가신라스테이 서초에서 좋은시간 보냈어요 객실도 깔끔하고 아주 좋네용 호텔주변에 놀데도많고 먹을데도 많아서 너무 편하고 좋았어요 담에 또 갈것같아요 추천해요오,2018-06-01,1
59,기웅 박,50,세브란스 병원 방문때문에 지방에서 올라왔음 지하철역이 바로 앞이라 교통은 편리했음 서울역에서 쉽게 접근 할수 있음 객실은 작지만 깔끔하고 있을거 다있네요 가습기 공기청정기도 여분이 있어 부탁드림 직원 서비스은 좋음 교육을 자주 하나봅니다 뭐 신라호텔계열이니 이건 기본으로 깔고가죠 프론트 직원과 카페 직원들의 서비스가 매우 좋았음,2018-06-01,1
60,전겐지,50,객실 내부가 정돈이 잘 되어있었고 뷰도 좋았습니다 위치도 시내랑 가까워서 체크인하고 걸어다니면서 구경하기도 괜찮았어요 그리고 저녁에 2층에서 하는 생맥주 무제한 프로모션 너무 좋았습니다 안주도 저렴하고 치킨도 굉장히 맛있었던데다가 2층인데도 뷰도 좋았어서 다음번에 누가 온다고하면 추천해줄거같아요,2018-06-01,1
61,민철 이,50,일상을 피해 날아온 울산에서 신라스테이를 만나 행복했습니다 멋진 인테리어와 친절한 직원분들 강추합니다 감사합니다,2018-06-01,1
62,132hyejinl,50,편안하게 쉬다 갑니다 객실상태도 너무 깨끗해서 나무랄것이 없네요  비지니스호텔 많이 묵어봤만 울산 신라스테이가 젤 나은것 같아요  가족단위 간단한 숙박이나 비지니스용 호텔로 강력 추천합니다,2018-06-01,1
63,sky1004osn,40,편안한 잠자리덕분에 잘쉬다 갑니다 룸도 깔끔하고 좋았구요 직원분들도 친절하고좋았어요 위치도 시내랑근접해서 놀거리도많아요 다시오고싶네요,2018-06-01,1
64,ym j,40,고민하지 않고 묵게되는 숙소 쾌적하고 편한곳입니다 몸과 마음이 편히 쉴 수 있는곳 이랄까 어느 지역에 가도 신라스테이만 찾게 되는것같아요 그 중 울산 신라스테이가 더 편한듯하네요,2018-06-01,1
65,건희 황,40,방도 깔끔하고 야간에 야경도 괜찮습니다 여름에는 에어컨이 좀 약해 더운 감이 있었지만 조식도 맛도 종류도 훌륭한 편입니다,2018-06-01,1
66,으니다,50,서울 친구들 숙소로 잡아줬어요 위치도 좋고 근처에 편의시설도 잘 되어있고 객실 컨디션 너무 좋았다고 하네요 고맙습니다,2018-06-01,1
67,tjsdodi83,40,급하게 와서 숙소를 잡느라 걱정했는데 편하게 잘 쉬다갑니다 욕조가 있어서 아이 씻는데도 어려움이 없었어요 감사합니다,2018-06-01,1
68,ansclf,50,먼저 체크인 시 친절하게 도와주신 Edward Moon 직원분께 감사드려요 덕분에 입실부터 기분이 좋았습니다 그리고 객실 또한 청소상태도 매우 좋고 세련된 분위기도 매우 좋았습니다 전체적으로 만족스러운 투숙경험 이었어요,2018-06-01,1
69,sssyyy13,50,신라스테이 역삼 디럭스더블룸에서 투숙했습니다 처음 로비 왔을때 부터 모던한 분위기에 기분이 좋았었는데 프론트 직원분의 친절한 체크인에 더 기분 좋아졌었습니다 침대 매트리스도 상당히 고가인지 타지에서 잠 못자는 제가 정말 푹 잠들수 있었고 객실상태도 너무 깔끔해서 여러모로 굉장히 만족스러웠던 투숙이었어요 다음번에는 신라스테이에서 진행하는 다양한 패키지를 통해 투숙해볼까 합니다,2018-06-01,1
70,ksy2023,50,출장으로 인해 투숙했습니다 객실도 깔끔 하고 몇일 있는 동안 만족스런 투숙이었네요 조식도 괜찮은 편이였는데 몇일있다가 보니 메뉴가 매일 같은점은 아쉬웠지만 모든직원이 친절하고 프런트 매니저님 특히 친절하셔서 좋았습니다 재방문하겠습니다,2018-06-01,1
71,kimsarang2018,50,삼성동에서 월드컵 응원 하고 잘곳을 급하게 찾다가 1박 했습니다 르메르디앙 예약하려다가 넘 비싸서 대안으로 찾은곳인데 결론은 최고의 선택이였네요 객실도 깔끔했고 어메니티는 아베다 조식 너무 맛있었규요 직원들 모두 너무 친절했어요 너무 피곤해서 2시까지 체크아웃 연장 요청했는데 흔쾌히 수락해주셔서 감사했어요 가성비 최고의 호텔이라 자주 가려합니다,2018-06-01,1
72,Jongsuki,20,회사 단체 미팅으로 연회장에서 식사를 하러갔는데 신라계열이라고 들어서 크게 기대하고 갔는데 호텔분위기도 횡하고 무엇보다 음식이 기대보다 너무 못미쳤네요 괜찮으면 손님 대리고 자주올까했는데 비싸기만하고 실망스러웠습니다,2018-06-01,0
