,nickname,score,review,stay_date
43,김쩡쩡,50,2박 있었는데 중간에 외출 다녀오니 깔끔한 객실정비에 기분이 너무 좋았어요 주변에 맛집도 많구 산책삼아 둘러보기 좋아요 그리고 침구가 너무 편하다보니 늦잠을 자버렸는데 양해 구하니 체크아웃 연장도 해주셔서 감사합니다 교통편하고 깔끔하고 조용해서 또 올예정이예요,2020-10-01
44,munn,40,요즘 여행인 호캉스를 하러 엄마랑 왔는데 위치나 금액대나 모두 좋아요 도심이라 주변 식당이나 카페도 많고 호텔 내부도 딱 적당하게 이용하기 좋습니다 어매니티 품질은 조금 그저 그렇지만 쓸만한 정도고 깔끔하게 쓸 수 있는게 장점이예요 조식은 도시락을 이용했는데 채워지는게 너무너무 느려서 한참을 기다려야 했던 점은 있었습니다 전반적으로는 마음에 들어서 재방문의사 있어요,2020-10-01
45,Choi Ji Kang,50,휴무로 서울에서 서울로 휴가 왓는데 친구도 놀러 온 것 같다고 너무 좋다고 하네요 편안히 쉬다 갑니당분위기도 너무 좋구 무엇보다 조명이 너무 좋네용  아 그리고 카운터 직원분들 너무 착하셔서 더 편안하고 재밌게 보내다 왔습니당,2020-10-01
46,근영 최,50,워낙 깔끔하고 직원분들이 친절하셔서 쉬고 싶을 때 혼자든 커플로든 자주 찾게 되는 것 같아요 방문할 때마다 기분 좋게 해주시는 직원분들 모두 정말 감사드리고 오늘도 덕분에 푸욱 잘 쉬고 갈게요,2020-10-01
47,Kang y,50,직원분들도 친절하시구 침대도 너무 편하고 다음번에 여행와도 신라스테이 마포로 고려해볼거같아요 누워만있어도 너무 아늑한곳인거같아요,2020-10-01
48,銀敬 丁,50,재방문입니다 전체적으로 깔끔하고 직원들 응대도 친절해요 지하철역이 가까워서 이동하기도 좋고 근처에 카페 맛집들이 많아요,2020-10-01
49,lily,50,직원들 안내가 친절해요 조식도 괜찮은 편이에요 객실이 조용하고 교통이 편리해요 근처 편의점카페가 있어서 이용하기 좋아요,2020-10-01
50,LUIS PARK,50,너무나 깔끔한 숙소 그리고 늘 친절하게 응대해주시는 직원분들 덕분에 이번에도 편하게 다녀온것 같습니다 특히 잦은 요청에도 웃으면서 프론트에 계신 권혁준님 감사해요,2020-09-01
51,Jung SeungHee,40,전체적으로 깔끔하고 청소상태도 좋아요 프런트에 박기수 선임님이 특히 친절하게 원하는 객실유형 최대한 맞쳐주시고 퇴실시간도 연장 해 주셔서 너무 좋았어요,2020-09-01
52,Chansu,50,마포 공덕 주변이라 접근성이 좋습니다 시국이 시국인지라 방역 및 체크도 철저히 해서 만족스러웠습니다 룸은 아담하지만 어메니티나 침구류도 만족스러워 푹 자고 잘 쉬다 갑니다,2020-09-01
53,Kim,40,아누 좋습니다 깨끗 하고 커플 들 여행 오기 좋아요 추천 합니다 직원 분들이 친절 해서 추천 합니다 자동차 주차장이 협소해요,2020-09-01
54,Adventure814023,50,버스나 지하철에서 걸어서 5분 이내로 접근성이 뛰어나고 실내가 깔끔합니다 어매너티도 로즈마리 향의 아베다에요 프런트도 친절하고 필요한 물품도 잘 갖추어져 있습니다,2020-09-01
55,slbi77,50,코로나로 외출 한번 어려운 요즘 갑갑한 심신을 힐링하기 위해 친구랑 마포 신라스테이에서 호캉스를 즐겼어요 쾌적한 객실에서 맛있는 와인 한잔 하면서 밀린 수다를 떨다보니 그간 쌓인 스트레스가 풀리더라구요 잘 놀고 잘 쉬다 갑니다,2020-09-01
56,SHyun,50,룸상태 쾌적하고 좋았습니다 뷰가 너무 좋아요 직원분들도 친절하고 서비스도 좋았습니다다음 여행에도 이용해보고 싶네요,2020-09-01
57,dosirak,40,깨끗하고 서비스 매우좋아요 미팅일정에방문했습니다 체크인아웃시간도 배려해주고 컨시어지분이 매우 친절하셨어요,2020-09-01
58,sin jung,50,깔끔합니다 객실이 넓진않지만 코지하구 깨끗하구 좋아요 직원분들도 친절하세요 권혁준 직원님 너무 친절하세요 감사해욘,2020-09-01
59,Dayeongwon,50,신라스테이 마포점 교통도 엄청 편리하고 넘넘 깨끗하고 편하게 잘 쉬다 왔습니당 항상 애용하고있습니당 앞으로도 쭈욱 이용예정 ,2020-09-01
60,김현수,50,신라스테이 역삼 구로 삼성 여러 신라스테이를 가봤지만 공덕에 있는 신라스테이에서 가장 좋은 기억을 만들고 갑니다 편안하고 주변에 다양한 시설들이 있어서 좋았습니다,2020-09-01
61,yoon,50,지친 일상에 잠시 쉬고싶어 들리게된 마포 신라스테이 코로나로 외출을 할 수 없어 안에서만 푹 쉬었는데 너무 잘 쉬다갑니다,2020-09-01
62,Gayoung kim,50,일정이 생각보다 빨리 끝나서 얼리 체크인 부탁드렸는데 프론트 데스크 권혁준직원분이 무리없이 진행해주셨어요 체크인줄이 길다고 들었는데 오늘와보니 그렇지도 않은것같아서 좋았어요 객실도 깔끔하고 좋습니다 종종 이용하려고 합니다,2020-09-01
63,해중 송,50,고급스럽고 아늑한 느낌의 호텔 서비스도 좋고 친절했습니다 같은 사이즈의 방이어도 다른 호텔과 비교하면 컨디션이 더 좋아서인지 좀더 넓어보이는 느낌입니다,2020-09-01
64,Secker,50,깨끗하면서도 쾌적한 공간이었습니다 씨티뷰도 너무 이뻤어요 특히 친절한 서비스가 마음에 들었습니다 다음 출장때도 다시 찾고 싶은 맘이네여,2020-09-01
65,이지은,50,제주 서대문 다 숙박 해보았는데 마포도 역시 신라스테이 정말 깔끔해요 이마트 가깝고 조깅겸 여의도 가까워요 만족합니다,2020-09-01
66,Ahn,50,생각보다 빨리 체크인도 됐고 깨끗하고 좋아요 주차가 타워라서 좀 불편해요 그래도 주변에 맛집도 많고 번화가라 좋네요,2020-09-01
67,Clara,50,요즘 코로나로 집 밖 데이트가 위험해서 연인과 호텔로 왔습니다 신라스테이에서 여러모로 신경써주신 덕분에 청결하고 안전한 휴식 공간이 되었어요 더불어 안내까지 친절하게 도와주시는 권혁준 프론트 직원분 덕분에 편안하게 쉬다갈 수 있었습니다,2020-09-01
68,Heedo,50,깨끗하고 친절한 신라스테이 추천합니다 또박또박 응대해주셔서 칸막이를 사이에 두고도 편하게 체크인 했네요 체크인 도와주신 권혁준 님 감사합니다,2020-09-01
69,Tracey Lee,50,저번주에 처음 투숙했는데 정말 만족해서 이번주도 머무르고 있어요 제가 소음에 예민해서 새벽에 잘 깨는데 방음이 잘 되는 편이라 투숙하는 동안 푹 잘수 있었어요 그리고 근처에 맛집이 많아서 멀리 갈 필요가 없어서 편했구요 직원 분들께서 요청사항도 잘 들어주시고 방과 화장실 청소도 매번 깔끔하게 잘 되어 있어요 지금 이벤트도 다양하게 하고 있어서 정말 좋은거 같아요 10월에도 또 이용하겠습니다,2020-09-01
70,Joon Kong,50,프론트 체크인 부터 기분 좋게 해주셨습니다 특히 권혁준 매니저님께서 친절하고 자세하게 설명해주셔서 좋게 머무를 수 있을 거 같습니다,2020-09-01
71,mia k,50,주변이랑 호텔 모두 깔끔하고 묵고가기 좋습니다 다음에도 공덕에 볼일 있으면 또 이용할 것 같아요 권혁준님 친절하세요 감사합니다,2020-09-01
72,sjsj,50,심라스테이 체인답게 무난하고 깔끔해요 프론트 권혁준 선임 매니저님 친절하고 빠르게 응대잘 도와주셨어요 감사합니다,2020-09-01
73,Ryan Kim,50,서울에 올 때마다 신라스테이에서 숙박을 하고있습니다 항상 친절하시고 룸상태는 깔끔합니다 가성비 좋은 호텔을 원하시는 분은 신라스테이로 오세요,2020-09-01
74,이민지,50,침구도 너무 깨끗했고 고층으로 배정해주셔서 뷰도 너무 좋았습니다  재방문의사 완전 있어요 무엇보다 직원분들이 친절해서 이용하기 편리했습니다 신라스테이 좋아하는 사람으로써 마포점도 만족스러웠어요 ,2020-09-01
75,Jmk,50,코로나 때문에 휴가를 못가서 어머니와 함께 숙박했는데 방이 깔끔하고 직원분들도 친절합니다 바로 앞에 편의점도 있어서 편리하고 좋았네요,2020-09-01
76,Henry,50,로비에서 부터 직원분의 친절한 안내가 너무 좋았습니다 깔끔하고 아늑한 분위기의 방에서 편하게 지낼 수 있었습니다 주변에 맛집도 많고 바로 옆 철길공원을 따라 주변 분위기가 너무 좋아서 산책하기에 딱인 곳이었습니다 아베다 어메니티도 만족스럽고 무엇보다 공항 서울역용산역 지하철 등 교통이 너무 좋아서 자주 오려고 합니다,2020-09-01
77,Yeaseo,50,시티뷰 맛집이에요 여기저기 호텔 많이 다녀봤지만 깨끗하고 조용하고 너무 좋네요특히 프론트에 권혁준 선임님 정말 친절하셨어요 감사합니다,2020-09-01
78,김태현,50,아늑한 분위기의 호텔 서비스도 좋고 친절했습니다 침구도 너무 포근하고 깨끗했네요 지하철에서 접근성도 좋아서 편리하게 서울을 여행할 수 있어 좋네요 추천합니다,2020-09-01
79,이재혁,50,급하게 찾은 호텔 체크인하는데 너무 친절해서 기분 좋았어요 덕분에 편하게 쉬다갑니다 권혁준 선임님 감사합니다 원래 이런거 안쓰는데 기억에 남아서 남겨요 ,2020-09-01
80,Whanbo J,50,매번 만족스러운 여정을 제공하는 신라스테이입니다 신라스테이 마포는 특히 직원분들 친절하시고 주변에 공원이 있어서 특히 더 좋네요  다음에 또 찾아올게요,2020-09-01
81,정지영,50,방도 깨끗하고 너무 이쁩니다 아베다 어메니티도 짱짱 무엇보다 카운터 직원분이 넘 친절하셨어요잘 묵고 갑니다,2020-08-01
82,Jinwoo S,50,편안한 밤 되었습니다 방음 안락함 더할나위 없이 좋았습니다 다음에도 마포에 방문시에 재 방문할 의사 있습니다 감사합니다,2020-08-01
83,Hyun,50,깔끔하게 정리정돈이 잘 되어있어서 입구부터 기분이 좋았습니다 체크인때도 친절하게 대해주셔서 무척 좋았어요 또 방문의사 있습니다,2020-08-01
84,Logan,50,공덕역이라 어디에서 오든 대중교통이 편리하고 역과 가까워 내려서 오기도 좋습니다  매번 룸 컨디션도 좋고 애머니티도 맘에 드는 곳이라 애용합니다  그리고 이 근처 다른 호텔보다 조식이 맛있어서 항상 올때마다 조식은 기본으로 추가해서 먹는 편이에요 쌀국수가 맛있습니다 ,2020-08-01
85,Sejin Park,50,신라스테이 시설 넘 좋네용 권혁준 직원님 체크인부터 문의응대까지 친절한 웃는 얼굴로 대해주셔서 감사해요 다음에 또 오고싶네용,2020-08-01
86,heesu,50,방도 깔끔하고 뷰도 좋고 매우 만족하면서 쉬다가 갑니다 주변에 맛집들도 많아서 먹고 방에서 쉬면 너무 좋아요 직원 분들도 친절하시고 최고입니다,2020-08-01
87,Siri,50,신라스테이 근처에 사는 커플입니다 오랜만에 호캉스 오고 싶어 집 근처 신라스테이로 오게 되었는데 너무 좋네요 매우 조용하고 서비스도 깔끔하고 자는 동안도 너무 편했어요 서울 시내 하룻밤 쉬고 가는 걸로는 최고 아닐까 싶습니다,2020-08-01
88,kim sujung,50,호캉스하러 왔는데 객실도 깨끗하고 특히 침구가 뽀송뽀공해서 너무 좋네요 또 체크인할때부터 프론트 직원분권혁준님이 너무 친절하셔서 오자마자 기분이 너무 좋았어요  다음에도 또 호캉스 즐기러 와야겠네요,2020-08-01
89,Bohye,50,서울에 출장이 있어서 가까운곳에 네이버 검색 중 컨디션 좋은 호텔이 있다고 하여 예약하게되었습니다 주차장도 타워로 잘되어 있으며 호텔의 위치도 좋고 객실도 깨끗하고 좋습니다 하루 더 예약하여 이틀이나 지내게 되었네요 조식도 깔끔하게 나오며 직원들두 친절하십니다 다음에 또 방문할 것 같아요,2020-08-01
90,MIN JI,50,프론트에서부터 친절하게 안내해주시고 체크인 도와주신 권혁준님 덕분에 기분 좋게 들어올 수 있었어요 들어오니 객실 상태도 너무 쾌적하고 좋아요 신라스테이 마포점 처음 이용하는데 친절한 직원분들과 좋은 객실 덕분에 다음에도 또 이용할 것 같아요,2020-08-01
91,norahpark,50,장마중에 휴가를 멀리갈 수 없어 서울에 숙소를 예약하고 근처 맛집 투어하는 걸로 대신했네요 직원분들도 친절하고 지하철도 가깝고 무엇보다 깨끗한 실내 덕분에 제대로 힐링하고 갑니다,2020-08-01
92,Jinkyu,50,공덕역 1번출구 바로옆이라 접근성 굳 얼리 체크인에 고층에 룸업그레이드까지 권혁준 매니져님 너무친절히해주셔서 감시합니다 이름쓰려고 이름표외워뒀습니다,2020-08-01
93,SEO HANA,50,신라스테이는 처음인데 저희를 응대해주신 권혁준님 친절하게 응대해주셔서 너무 감사합니당 또 방문할게요 친절대마왕,2020-08-01
94,jjangjja,40,호텔 위치가 업무 하는 곳이랑 가깝고 지하철 버스 등 대중교통 잘 되어있어서 편리해요 전체적으로 스태프들이 친절하고 주변에 맛집이랑 카페도 많고 밤늦게까지 먹을 수 있는 가게도 많아요 시설은 이용객이 많아서 그런지 오픈한 시간에 비해서 조금 닳아있는 부분이 있지만 전체적으로 깨끗하고 스타일리시해요 어매니티도 아베다로 괜찮고 욕조가 있는 점도 플러스 점수입니다,2020-08-01
95,TS Park,50,1 교통이 편리함공덕역에서 기어서 10분 2 흔들리지 않는 편한 침구류좋은 퀄리티의 침구류 3 친절한 서비스 4 굿 어메니티 5 합리적인 가격 The best,2020-08-01
96,cch,50,전체적으로 깔끔하고 어메니티도 아베다여서 좋았어요 침구도 폭신하고 위치도 좋아요 만족해요 다음에 다시 오고 싶어요,2020-08-01
97,Ginagggina,50,깨끗하고 좋았습니다 잘 쉬다갑니다 다음에도 방문하고 싶을 거 같아요 다음에도 꼭 방문할개요 감사입니다 신라스테이 체거,2020-08-01
98,Lee,50,올여름 호캉스 찾다가 신라스테이 마포점 예약하게 되었는데 예약내역 찾아 헤매서 시간이 오래걸렸지만 권혁준 스태프님께서 친절히 도와주셔서 좋은 객실에서 2박 3일 편하게 묵다 갈 수 있을 것 같습니다 재방문 의사 200 입니당,2020-08-01
99,Djdjfffm,50,마리퀴리 뮤지컬이랑 윰셈 전시회 보러 서울 온 김에 호캉스도 하러 왔어요 생각보다 일찍 도착했는데 혹시나 하고 체크인 여쭤보니 친절하게도 일찍 체크인 해주셨어요 권혁준님 감사합니다 조식도 맛있다고 하는데 기대되네요 운동도 좋아하는데 좀 쉬었다가 피트니스 가보렵니다 호캉스 하기 딱 좋은 호텔이에요 강추,2020-08-01
100,insun song,50,호캉스왔는데 객실도 깨끗하고 코로나 걱정없이 철저히 체크하는 모습에 더욱 믿음이 갔습니다 특히 체크인을 도와준 권혁준 선임님 감사합니다 편안히 쉬다 가겠습니다,2020-08-01
101,이형주,50,권혁준이라는 분이 체크인 도와주셨는데 친절하시고 방도 깨끗합니다 항상 서울 놀러올때마다 신라스테이 이용하는데 마포점이 만족도가 제일 높은것 같습니다,2020-08-01
102,291한,50,숙소 깨끗하고 안락하고 서비스가 너무 좋아서 잘 쉬다 갑니다 직원 권혁준 분이 너무 친절하게 잘 설명해주셔서 좋았습니다,2020-08-01
103,헤이즐넛,50,아들들과 짧은 하루 무얼할까 생각하다가 가까운거리 하루 푹 쉬는 여행을 하려 예약했습니다 조금 작은 느낌인거 외에는 매우 만족스럽습니다 멀리 가기 어려울때 하루 쉬러오기에 너무 좋네요 ,2020-08-01
104,KMS,50,시설 깨끗하고 와이파이 잘 되고 욕실도 좋아요 전국 다양한 호텔 많이 다니는 편인데 정말 깔끔하고 좋아요 가성비 최고라고 할 수 있겠네요 여자친구도 엄청 좋아했어요 혼자 노트북 작업하러 오시기에도 좋을 것 같아요,2020-08-01
105,Seyoung,50,호텔 내부 깔끔하고 직원분들도 친절하시네요 월요일이어서 그런지 분위기도 차분하고 좋았습니다 권혁준 선임님 덕에 기분 좋게 체크인 했습니다,2020-08-01
106,soyeon,50,신라스테이 마포 교통도 편하고 직원분권혁준도 너무 친절하게 응대해주셔서 좋았어요 재방문의사 백퍼센트입니다아아,2020-08-01
107,이아름,50,너무 깨끗하고 침대도 깨끗하고 좋아요 서울에서 이 가격에 편하게 쉴 수 있는 곳이 흔하지 않은데 가성비 대비 너무 좋은 것 같습니다,2020-08-01
108,오니용이,50,신라스테이 마포에서 2박 호캉스 했습니다 룸 컨디션도 너무좋고 휘트니스도 매우 깔끔합니당 담에 또 이용 예정이에요 마포점 강추입니다,2020-08-01
