,nickname,score,review,stay_date
25,쌔미쌔미,50,코로나 때문에 걱정하며 방문했는데 잘쉬다 갑니다체크인때 열체크도 해주셔서 마음이 편안했습니다 히터를 틀면 건조해서 안틀었는데 라디에이터도 넣어주셔서 감사합니다직원분들이 매우 친절하셔서 기분좋았습니다,2020-03-01
26,babo,50,방전체가 아주 깔끔함 들어오면 기본적으로 냄새가 나지않음 침구도 잘정돈 되어있음 화장실에 샤워부스에 물조금 새는거 말고는 아주좋음,2020-03-01
27,Hyang-Geun J,50,직원들 모두 친절하시고 방 컨디션이 너무 깔끔해서 너무 좋았습니다 강남 방문 하시는 분들에게는 딱 맞춤 조건의 호텔인듯,2020-03-01
28,csw,50,코로나 대비 방역도 좋았고 너무 편하게 쉬다갑니다 조식도 행사해서 저렴하게 먹었습니다 기회가 된다면 다시 재방문 하겠습니다,2020-03-01
29,kimkyongmi,50,업무차 방문했습니다 프런트 직원분들도 응대가 좋고 편안하게 안내를 받았구요 주차의 경우 정문이 아니고 후문으로 들어가야하는데 주차장 시설도 매우 넉넉하네요 더블룸 인데 객실이야 깔끔하고 베드도 좋군요 참고로 어메니티도 구성이 괜찮아요 재이용예정입니다,2020-03-01
30,Sejin P,50,1박으로 쉬어갑니다  수건이나 물이 더 필요할 때마다 요청드렸는데 매번 친절하게 제공해주셔서 좋았습니다  방도 안락하고 너무 좋아서 잘 쉬다 갑니다  이벤트로 레이트 체크아웃이랑 조식할인이 제공되니깐 참고하시어 이용하세요,2020-03-01
31,저실뉴,50,맘편히 잘 쉬다 갑니다 층수도 높아서 시티뷰였는데 뷰도 좋고 주변에 음식점도 많고 시설도 깔끔해서 편안하게 잘 쉬다가 갑니다,2020-02-01
32,이희원,50,깔끔한 객실 컨디션도 좋았구요 시티뷰가 멋있었습니다 카페에서 이용할 수 있는 커피쿠폰으로 모닝커피도 마실수 있었어요 잘 쉬다 갑니다,2020-02-01
33,심선정,50,오랜만에 해보는 호캉슨데 직원분들도 친절하시고 편해서 푹 쉬다 갑니다 이번 주말 푹 쉬었으니 내일부터 열심히 일할 수 있겠네요 감사합니다,2020-02-01
34,younghee,50,혼자 푹쉬려고 왔는데 시설 깨끗하고 침구 폭신하고 시끄럽지 않고 좋습니다 신라스테이 매니아라 다른지점 많이 가봤는데 역삼점 위치도 좋고 룸컨디션이아 밀할것없고 가성비도 짱입니다,2020-02-01
35,Travellove39,50,일회용품 리필 서비스 직원 서비스 모두 정말 좋습니다 가격도 정말 좋구요 신라호텔도 마찬가지이지만 신라계열 호텔은 모두 직원 교육이 잘되어있는거 같아서 좋습니다,2020-02-01
36,Jaeyoung Lee,50,호캉스 즐기려고 선택했는데 위치도 좋고 조식도 맛있고 따뜻하고 편하게 쉬다가 갑니다 믿고 선택하는 신라스테이 역삼점 최고에요,2020-02-01
37,신후 김,50,밤늦게 도착했지만 프론트 직원들 너무 친절히 안내해주셨고 주차장도 불편없이 사용하였습니다 룸 컨디션도 매우 깨끗하고 침대도 편안해서 푹 잘수 있었습니다 강추 ,2020-02-01
38,Hana Kang,50,급작스럽게 출장이 취소되어 선택한 신라스테이 깔끔하고 쾌적한 환경 덕분에 충전하고 갑니다 예전 방문 때 좋은 기억이 있어 재방문 했는데 나이쓰 초이스 비즈니스트립으로 여러 곳의 신라스테이를 방문 했으나 신라스테이 역삼이 가장 마음에 쏙 들어요 접근성 서비스 최고입니다,2020-02-01
39,yeon,40,깔끔하고 깨끗하고 좋았습니다 엘레베이터도 버튼 하나만 눌러도 전체가 다 선택되어 가장 가까운 엘레베이터가 와서 편합니다 화장실을 가리고 있는 파티션이 꽉 안닫혀서 욕실 안이 보이는게 신경쓰이긴 했네요,2020-02-01
40,다브d,50,지난번에는 서초에서 지냈는데 개인적으로는 역삼이 더 좋은 것 같아요 항상 느끼지만 깨끗한데 방음이 너무 약해서 복도에서 나는 소리도 다 들려요  역삼은 주차시설이나 위치가 너무 잘 되어있는 것 같아요,2020-02-01
41,Kang WG,50,정말 쾌적하고 위치도 너무 좋았습니다 근처에 식사할 좋은 곳도 많았습니다 조식석식 뷔페 모두 깔끔하며 군더더기 없이 맛있었습니다 룸 컨디션 또한 좋았습니다 추천합니다,2020-02-01
42,루시아,50,서울에서 숙박이 필요할때 항상 신라스테이를 이욤합니다 깨끗하고 이용에 편리해서 좋아요 주차 공간도 적당하고 괜찮아요,2020-02-01
43,Chang,50,좋은 가격 위치 그리고 쾌적한 룸이 좋았습니다 친절한 직원분들 응대도 만족스러웠으며 앞을로도 계속해서 강남지역에 올때는 이용할거같아요,2020-02-01
44,sungswiri,50,강추에요 근처에 맛집도 많고 일단 객실 너무 깨끗하고 방음도 잘되고 쾌적해요  좋아요  간만에 남자친규랑 좋은시간 보내고 왔어요,2020-02-01
45,강성배,50,만족스러운 휴식이었습니다 압구정에서 모임할 때마다 자주 이용하는데 올 때마다 잘 쉬고 갑니다 직원분들도 친절하시고 내부도 깨끗했습니다,2020-02-01
46,Tina K,50,직원분들고 넘나 친절하시고 항상 청결한 룸에서 편안히 지내다 가요 나홀로 여행 오시는 분들에게도 강추 다음에 또 오겠습니다 뷰도 넘나 굿굿,2020-02-01
47,俊植 林,50,최근 한국에 출장을 올때마다 이용을하고 있습니다 강남쪽에서 일을 볼때 좋은 위치에 자리하고 있고 청결하고 조용하여 아주 만족을 하고 있습니다,2020-02-01
48,서울바라기,50,주변 음식점 맛있다 강남역 가깝고 하지만 걷기는 좀 멀다혼자있기에 너무좋다 조용하고 지하철이랑 조금만 더 가까왔으면 하는 바램 빼고는 정말 좋음,2020-02-01
49,오연서,50,신라스테이는 어느지역을 가든 한결같이 깨끗하고 믿음이 가는 호텔입니다 특히 호텔 침구가 참 좋은거같아요 항상 숙면합니당  다음번에도 신라스테이 역삼점으로 방문할께요,2020-02-01
50,익중 김,50,위치와 직원분들의 친철한 서비스가 좋았습니다 그리고 무엇보다 시설이 깨끗해서 만족스러웠습니다 다음번에도 강남을 방문하게 된다면 꼭 다시 이용할것 같아요,2020-02-01
51,방마로,40,방 아늑하고 깔끔해서 좋았습니다 또 머무르고 싶어집니다 주변에 맛집들도 많습니다 다양한 식당들이 위치하고 있습니다 조금 아쉬운건 전철역까지 거리가 조금 있네요,2020-02-01
52,박종현,50,조식도 맛있고 직원분들도 친절하세요 위치도 좋아서 교통편도 편리합니다 방이 아주 깨끗합니다 바로 1층에 편의점도 있어서 편리합니다,2020-02-01
53,WG LEE,50,늦은 시간에 체크인 했음에도 친절히 응대해주시고 로비에서부터 신종코로나 관련 대처가 잘 되어있는 것 같습니다 룸 컨디션 좋은 것은 물론이며안심하고 편하게 쉬다 갑니다 ,2020-02-01
54,병용 이,50,신라스테이 역삼 지하에있는 마리드블랑에서 결혼한 새신랑입니다 지방에 계시는 장인장모님 식 전에 주무실곳으로 신라스테이 역삼으로 모셨었습니다 장인장모님께서 푹잘쉬시고 가신다고 좋아하셨습니다 신라스테이 제가 묶지않고 소중한분 모시기에 믿을수있는 좋은곳입니다 추천합니다,2020-02-01
55,장성엽,50,한 두달에 한 번씩 신라스테이를 방문하는데 방이 쾌적하고 무엇보다 침구가 너무 뽀송해서 잠이 잘 옵니다 역삼점은 위치도 좋고 주차도 편리합니다 또 오고 싶어요,2020-02-01
56,something4629,50,위치도 가깝고 주위에 맛있는 식당들도 많아서 이용하기 편리해요 신라스테이 웹사이트 회원가입 하시고 부킹하면 추가할인은 덤,2020-01-01
57,소진김2016,50,저희가 새벽에 체크인했는데도 친절히 응대해주시고 룸 컨디션이 아늑하고 좋았습니다 위치도 좋고 친구들이랑 잘 쉬다 갑니다,2020-01-01
58,Ziaco,50,새해기념해서 기분내려왔는데 시설도 좋고 깨끗하고 깔끔하고 각종부대시설도 잘되어있어서 편안한 주말보내고갑니다,2020-01-01
59,룰루랄라슈가,50,집과 가까운데 업무차 휴식차 혼자 방문했어요 침구류도 깔끔하고 샤워부스도 깨끗했습니다  군더더기없이 아주 실용적이고 깨끗하게 설계되어있네요 이래서 신라스테이가 인기가 많나봅니다 역삼점은 집과도 가까워서 혼자만의 시간이 필요할때 종종 들릴꺼같아요 추천합니다 ,2020-01-01
60,Dami,40,위치나 방 크기도 괜찮고 차 끌고 왔는데 주차도 잘되어있네요 어메니티는 아베다였습니다 겨울인데 난방도 잘되네요 단점은방음이 아주 잘되진않습니다 옆방에 계신 분들 소리가 좀 들리더라구요 그치만 크게 거슬릴 정도는 아니었습니다주말에 잘쉬다가요,2020-01-01
61,PyungW,50,전체적으로 깔끔해서 너무 좋았어요  예약업체 사정으로 체크인 시간이 조금 걸렸는데 친절히 안내해주신 점도 좋았습니다  만점,2020-01-01
62,나라사랑,50,침구가 푹신하니 좋으고 욕실 깨끗하며 나의 질문에 대한 직원들의 배려와 섬세함이 기분이 좋아집니다 건물 바로 옆 음식도 맛있습니다,2019-12-01
63,Agidarigogidari,50,마냥 좋았다 연말이자 연초 단 하루지만 1년을 머물렀다 10평채 안되는 작은 골방인데 일단은 그냥 좋았다 허허허허허허허허허허,2019-12-01
64,은경 조,40,연말에 친구들과 함께 왔는데 잘 쉬다갑니다 무엇보다 버스정류장과 가까워서 찾기 편하고 로비가 예뻐요 재즈음악도 나오고 분위기 굿 헬스장 시설 좋고 조식 맛있습니다 편하게 쉬고 싶으신 분들께 추천드립니다,2019-12-01
65,LJY,40,여자 세명이서 1박2일로 놀았어요 피트니스센터도 있고 조식도 깔끔하고 괜찮았습니다 편의점도 1층에 바로 있구요 다만 아쉬운 점은 방이 친구들이랑 묶기는 좀 좁은 편이고 사우나가 없는게 아쉽네용 위치나 분위기는 좋아서 재방문 의사는 있습니다,2019-12-01
66,Choi,50,조식도 넘 맛있고 호텔컨디션도 너무좋고 직원분들이 넘친절해서 더더좋았어요 무료 피트니스이용할수있어서 운동도하고 정말 제대로된 가성비 호캉스로 최고였어요 또가고싶어요,2019-12-01
67,Ji hyun,50,엄마랑 같이 묵을 거라서 조용한 방으로 부탁드렸는데 진짜 조용하고 아늑한 방으로 잘 준비해주셨더라구요 그리고 프론트에 계신 분들도 넘 친절하셔서 기분이 좋았습니다 행복한 하루 보내게 해주셔서 감사합니다,2019-12-01
68,진경 전,50,2호선 역삼역과 선릉역 딱 중간에 위치해 있어요 SRT 수서역에서 분당선타고 선릉역으로 환승없이 올 수 있습니다 어른 2명이 충분히 누울 수 있는 더블침대와 싱글침대로 이루어진 방으로 어메니티도 2세트 준비해주셔서 넉넉히 사용할수 있네요 직원분들도 친절하시고 너무 좋았습니다 다음 여행때도 방문할께요,2019-12-01
69,Han gyu seok,50,근처에 유명한 맛집이 많아 접근성이 좋고 편하게 왔다갔다 할수있어요 조식도 꽤나 맛있는 편이였구 침대도 편했어요 너무 꿀잠잠,2019-12-01
70,Kibbeum kim,50,위치가 매우 좋습니다 강남은 물론 강북까지 서울내 이동이 용의합니다 방은 깨끗하고 새것인 느낌입니다 크기는 적당하지만 큰 편은 아닙니다 주변에 카페 편의점 음식점등이 많은 편입니다,2019-12-01
71,싱가폴팍,50,비니스차 서울도착두시 체크인인데 매우 친절하고 이쁜 직원분이 얼리 체크인 도와주셨습니다 시설도 깔끔하고 고급스럽고 다음 비즈지스에도 방문 예정 ,2019-12-01
72,min,50,근처에 볼일 보러 왔다가 10만원 정도의 가격에 좋은 호텔이 있는걸 발견 크게 기대하지 않고 왔는데 룸도 안락하고 특히 침구가 너무 편안해서 잠자리가 바뀌면 잘 못자는데 잘자고 편히 쉬다가 갑니다 강남 근처에 이 정도 가격에 이정도 호텔 찾기 힘듭니다,2019-12-01
73,DAEHYUN89,50,지하주차장이 있어서 주차가 일단 너무 편하고 방도 아주 깔끔하고 좋습니다 지하주차장이 있어서 주차가 일단 너무 편하고 방도 아주 깔끔하고 좋습니다 ,2019-12-01
74,mee!!,40,숙박할때마다 신라스테이 숙박하는데 항상좋은느낌 받고가네요 위치는 역이랑 멀지만 걸어갈만 한거같아요 체크인할때 직원도 많이친절해요,2019-12-01
75,Roam42920960381,50,볼일이 있어 근처에 왔다가 1박 묶게 되었습니다 늘 신라스테이를 이용하면서 느끼는 점이지만 가성비가 최고이고 깨끗하고 조식도 너무 좋았습니다 이번엔 특별히 기차시간이 늦어 레이트 체크아웃을 요청드렸더니 친절히 수락해주셨고 덕분에 너무 편안히 휴식을 취하고 퇴실했습니다 직원분들도 친절하시고 머무는 동안 기분이 좋아지는 곳입니다,2019-12-01
76,서윤정이,50,깔끔한 내부 인테리어 깨끗한 룸컨디션 다 너무 만족스러웠어요 주차도 좋고 세브란스병원에 볼일이 있었는데 차로 3분이라 위치도 아주 좋았어요,2019-12-01
77,김현우,50,지방에서 서울에 업무가 있어 신라스테이 역삼에서 지내고 갑니다  편안하고 깔끔합니다  직원분들에 친절함에 감사드립니다,2019-12-01
78,Ssdop,50,직원분들도 너무 친절하시고  위치도 괜찮고  방도 깔끔하고 화장실 어미니티도 좋고  침구류도 깨끗하고 좋았습니다  강력추천합니다,2019-12-01
79,Hosik Ryu,50,친절하고 깔끔한 하루 보낼수 있었습니다 푹신한 침대와 좋은 야경을 즐길 수 있었고 가성비 좋은 조식도 즐길 수 있었습니다,2019-12-01
80,하민우,50,객실이 항상 깨끗하고 직원분들도 정말 친절해요그리고 무엇보다도 주차가 용이해서 자주 이용해요위치가 근처에 먹거리도있어서 추천합니다,2019-12-01
81,Spjung,50,전체적으로 만족 했습니다 스태프 분들 모두 친절하시고 방에 필요한 것들은 잘 갖춰저 있다고 생각합니다 주차가 특히 편리합니다,2019-12-01
82,Leehk,50,주차장 넓어서 좋고 직원분들 친절하십니다 청소도 깔끔하게 해주시는편입니다 교통편도 좋아서 서울 올라올때 다시 이용해볼 생각입니다,2019-12-01
83,ham,50,위치가 매우 좋은 편이고 주차가 편리합니다 방이 조금 좁은 감이 있지만 침구류가 좋아서 편하게 잘 쉬었습니다1층에 편의점이 있어서 편리합니다,2019-12-01
84,Hyuk C,40,역삼역 사거리에 위치해서 매우 편리합니다 실내도 깔끔하고 모든게 적당하게 준비되어 있습니다 가격대에 비해서 방 크기가 조금 작지 싶습니다,2019-11-01
85,yonghanyi1,50,깔끔하네요 중심가라서 좋고 가성비 좋고 친절하고 분위도 괜찮고 나름 잘 관리해서 여행자나 비지니스차 방문하기 좋을 듯 하네요,2019-10-01
86,minga,50,처음 방문했어요 강남에 일이 있어서 친구랑 방문했는데 깔끔한 침구류와 깔끔한 욕실 그리고 손님을 배려한 멀티텝과 다리미 목욕 가운이 구비돼있어 비지니스 호텔로도 너무 좋은거 같아요 에머니티는 좋기로 소문난 아베다로 사용해서 그런지 샴푸 후 두피 케어를 받은 느낌도 나네요 단점은 트윈룸을 이용했는데 룸이 좀 작다는 느낌을 받았습니다 그게 제외하곤 바도 있고 카페도 있고 정말 편하게 묵다 갑니다  번창하세요,2019-09-01
87,Lee seokhee,50,무료 룸 업그레이드도 받고 객실도 깔끔하고 전체적으로 만족스러웠습니다 배달 음식 시켜서 먹었는데 호텔안에 음식도 맛있어보이더라구요 다음에 또 올만합니다,2019-08-01
88,Baekdoodan,40,오랫만에 투숙하게된 신라스테이 역삼 다른데는 모르겠고 역삼점은 제일 깔끔하고 깨끗한것같다 개인적으로 광화문점은 좀 정신없고 지리적위치도 별로라고 생각되는데 역삼점은 직원들도 상냥한편이라 투숙하기 좋다,2019-08-01
89,Kimwonseob,50,정말 오랜만에 이정도 가격에 가성비에 최고인가같아요짱이에여 다음에 또방문할거같아용 그리고 참고로 밑에있는 카페도 짱맛있어요,2019-08-01
90,cookki,50,업무상 며칠 묵었습니다 대로변에 있어서 찾기 쉽더군요  깔끔하고 식사도 좋네요 특히 1층에 편의점이나 식당 커피샵이 있어서 편했어요,2019-08-01
91,LoveTravel800121,50,처음 방문했는데 직원들도 너무 친절하시고 잘머물다갑니다 인테리어도 깔끔하고 깨끗해요  더운 날씨인데 시원하게 머물다갑니다 특히 침구 포근해서 꿀잠잤어요 그리고 조식 기대안했는데 너무 맛있게 먹었습니다 조만간에 다시 방문할 거 같아요,2019-08-01
92,Nexwho,50,휴가로 하루밤을 묵었습니다  호텔은 역삼역과 선릉역 사이에 위치하고 있어 교통이 편리합니다  코엑스가 멀지 않아 방문하기 쉽습니다  방은 깨끗하고 깔끔한 상태였으며 어매니티의 경우 아베다 제품이 준비되어 있었습니다  체크인부터 체크아웃까지 호텔 직원들로부터 좋은 서비스를 받았으며 편안한 분위기였습니다  기회가 된다면 재방문 의사 있습니다,2019-08-01
93,강성배,50,직원분들도 너무 친절하시고 잘 안내해 주셨습니다 쾌적한 실내와 시티 뷰가 완벽했습니다 매번 오는 곳이라 믿음이 가는 곳입니다,2019-08-01
94,히오니,50,우선 직원분들이 굉장히 친절해서 좋았어요 숙소도 깔끔하고 무엇보다 화장실의 그레이톤 인테리어가 마음에 들었어요 신라스테이 역삼에서 좋은시간 보내고 갑니다,2019-08-01
95,Kun,50,해외에 거주하는 관계로 한국에 오면 호텔에서 보내는데 여기는 처음입니다 방도 깨끗하고 좋네요 다음에 또 와야겠어요,2019-08-01
96,Yoo Suk Hong,50,안녕하세요 깨끗하고 좋은숙소에서 하루 잘 쉬고 갑니다 침대도 푹신하고 드라이기 풍량이 아주 맘에듭니다 담에 또 올게요,2019-07-01
97,Yoonmi,40,혼자서 묵을 숙소를 찾았는데 시설도 좋고 충분히 늦은 시간에도 직원분이 친절하셔서 좋았습니다 다음에는 친구랑 같이 와야겠어요 위치나 시설 모든 면에서 좋았습니다,2019-07-01
98,레오채,40,늦은새벽 체크인에도 직원분의 친절한 안내 감사했습니다 크지 않은 객실이지만 깔끔해서 좋았습니다 서울출장시 자주 이용할것 같네요,2019-07-01
99,Pioneer18802352158,50,깨끗하고 친절하고 좋아요 위치도 좋고 강남 중심이어서 다니기도 편하고 주변에 먹을 것도 많음 가격도 퀄리티에 비해 높지 않음,2019-07-01
100,seop486,50,어느지역을 가던 신라스테이를 자주 이용합니다 역삼은 위치가 조용한곳이라 편하게 묵을수 있었네요 조식도 깔끔하고 좋아요,2019-07-01
101,Helly L,50,너무 덥고 돌아다니기 힘들어서 묵었어요 우선 TV에 USB 가능합니다  침구는 깔끔하고 좋았어요  트윈 베드였는데 제 침구에는 작은 빵구가  1층에 아티제도 있고 편의점도 있어 편해요  8층이였는데 전망도 좋고 창문도 열 수 있는 호텔이라 좋아요 방충망도 내릴 수 있음 주말에 쉬기 좋았어요,2019-07-01
102,하나나나,50,깨끗한 외부에 만족스러운 마음으로 호텔 입성 깔끔하고 모던한 내부에 다시 만족하며 체크인하기 위해 로비에 있는 프론트데스크직원에게 갔는데 직원분들의 친절함에 또 다시 만족 객실 배정받은 후 객실에 도착 역시 깔끔하고 코지한 실내무엇보다 만족스러웠던 건 푹신하고 컴피comfy한 침대였어요 일요일에 오후 여섯 시에 일정이 있었고 체크아웃 이후 중간에 시간이 떴지만 그 편의까지 봐주셔서 제 일정에 맞게 호텔에서 나올 수 있었어요 마지막까지 대만족하고 갑니다 아 음식 조식뷔페 정말 맛있습니다,2019-07-01
103,조희준,50,침대 메트리스가 너무 편하고 가격대비 부담스럽지않게 편히 쉬고갑니다 뷰도 좋고 방도 아늑해요 역삼점 말고도 신라스테이 자주 이용합니다 편히 짧게 쉬고가기 정말 좋은 호텔인거같네요,2019-07-01
104,Kwon,50,위치도 서비스도 너무 좋았어요 숙소찾을때 침구를 중요하게 생각하는데 깨끗하고 포근하고 완벽했어요 추천합니다,2019-07-01
105,Olivia Lee,50,룸컨디션도 좋고 역삼역과도 가까워서 아주 좋아요 그리고 서비스도 최고입니다  어메니티도 아베다 제품이어서 사용할때 너무 좋았어용 특히 프론트 데스크 직원분들 너무 친절하셔서 도움도 많이 받고 편히 잘 쉬다 갑니다,2019-07-01
106,Doh,50,3박했는데 룸도 깔끔했고 뷰도 좋았어요 제가 요청한대로 높은 층인 15층으로 배정받았구요 직원분들도 친절하셨어요 레잇 체크아웃 부탁드렸는데 친절하게 응대해주셨습니다 로비도 깔끔했고 침대도 침구도 편하고 포근해서 잘 잤어요 교통도 지하철은 살짝 멀지만 버스가 있어서 쉽게 이동할수 있었습니다 항상 늦게 일어나 조식을 못먹어서 아쉽네요 전체적으로 좋은 경험이었어요 잘 지내다갑니다,2019-07-01
107,조민정,50,신라스테이 지점 중 위치도 강남과 가깝고 제일 깔끔합니다 서울에서 행사  콘서트  공연 있을때 친구 또는 지인과 23명 에서 쓰기 딱 이에요 체크인시 너무 친절하셔서 부담되지도 않습니다 서울에 볼일있어서 급하게 올라오시거나 장기로 깔끔하게 묵믄곳을 찾으실경우 추천 합니다 무엇보다 주차장이 넓어서 차 가지고 오시는 분들 한테 특히 좋아요,2019-07-01
108,Bohyun,50,깔끔하고 방은 크지 않지만 둘이 묶기에 아주 좋았어요 특히 주차자리가 아주 많은게 너무 좋았습니다 방음도 잘되는것같고 딱히 흠잡을것이 없었어요,2019-07-01
109,jiyeom,50,침대도 푹신푹신 방도 깨끗깨끗 너무 편히 쉬고 갑니다 그리고 조식도 맛있어요 쌀국수 맛집이에요 다시 오게되면 쌀국수 두그릇 각 입니다 ,2019-05-01
110,Ddojjong,50,안녕하세요 신라스테이를 자주 애용하는 사람입니다 시설이 깔끔하고 직원분들도 친절합니다 비지니스 호텔이라 방의 크기는 아담하지만 아기자기 하룻밤 묵기 편안하고 가성비좋아요 추천드립니다,2019-05-01
