,nickname,score,review,stay_date,label1
4630,정재우,50,리뷰 같은거 잘 안남기는데 친절한 직원에 인상깊어서 리뷰 남깁니다 11월 초 구로점 투숙을 했을때 체크인 받았던 직원분이 너무 친절해서 감동 받았습니다 출장 때문에 방문했지만 처와 자식이 있어 저는 입실이 늦고 가족 먼저 입실 하게 되었는데 저의 처가 그렇게 직원에 칭찬을 하더라구요  키좀 작으신검은 정장 입고 계신 분이였는데 아무래도 직급이 좀 높으신 분이였던거 같습니다 아이가 그날 생일이라 좋은 추억 남겨주고 싶었는지 객실만 예약했는데도 불구하고 곰인형을 무료로 제공해주시고 객실도 스탠다드에서 디럭스로 무료로 업그레이드 시키고 정말 감동이였습니다 후에 일좀 보고 제가 체크인 할때도 아드님 생일 이시죠라는 말을 하시는데 이렇게 신경 써주는 모습에 감동받아 잘 남기지도 않는 리뷰를 남깁니다 정말 좋은 추억남기고 갑니다 담에 재방문하면 아들이 꼭 인사드리겠다고 하네요 ,2019-11-01,
4631,한현성,50,가족과 함께 7일간 이용했어요 직원의 서비스가 최고에요 요구사항을 친절하게 들어주셨어요 다음에 근처에 온다면 꼭 이용하려구요,2019-11-01,
4632,kim,50,직원들이 아주 친절하고 이점이 이 호텔의 가장큰 장점입니다 마주친 모든 직원이 다 친절해서 좋았습니다 룸 청소해주시는 직원분들도 인사도 잘해주시고 너무 기분좋았어요 필요한거 있어서 전화넣으면 빠르게 가져다주시고 편리했구요 다음에 꼭 또 가고싶어요 침구는 아주 푹신 합니다 그리고 소음이 없어서 좋았습니다 조식이 너무 맛있었습니다,2019-11-01,
4633,Jun soo,40,업그레이드 감사합니다 생각보다 방이 작았지만 안락하고 좋았습니다 직원분들의 친절한 응대가 좋았습니다 편안합니다,2019-11-01,
4634,seo,50,지난번에 다녀갔다가 너무 좋아서 다시 왔어요 언제와도 너무 좋은 신라스테이 침대 정말 좋고 직원분들 친절하게 대해주셔서 대접 받는 느낌이 들더군요 다음에 또 올게요,2019-11-01,
4635,경덕 김,50,위치도 좋고 깨끗합니다 구로디지털단지역에서 도보로 10분정도 걸리긴 한데 가깝게 느껴집니다 횡단보도에서 기다리는 기간이 좀 길긴 하네요 프론트도 친절해서 잘 있다가 갑니다,2019-11-01,
4636,죠르디,50,남자친구랑 둘이 기분전환겸 다녀왔는데 조식도 너무 맛있고 방도 깔끔해서 잘 쉬다 왔습니다 퇴실 시간이 12시인데 조금 늦게 일어나서 직원 분께 말씀 드렸더니 사정도 조금 봐주시더라고요 매우 친절하게 응대주셔서 감사했습니다,2019-11-01,
4637,Jake Kim,50,모든 객실은 다른 호텔에 비해 비교적 청결하고 깔끔한 편이며 객실 구조 등이 단조로와서 편리합니다 그리고 신라스테이의 가장 큰 장점은 아무래도 접근성이라고 볼 수 있습니다 신라스테이 구로점은 큰 길가에 위치하여 주변이 복잡하지 않습니다,2019-11-01,
4638,DONGEUN,50,방도 넓고 침대도 푹신하고 일단 깔끔합니다 역 근방이라 접근성도 좋습니다 욕조도 있고 소음이 거의 없어 조용한 숙소 찾으시는 분 추천합니다,2019-11-01,
4639,Sangmuk Kim,50,매번 올때마다 방 상태도 깔끔하고 직원분들도 친절하네요 그리고 위치가 구로디지털 단지역에 붙어있어서 어디 이동하기도 좋구요 방도 타 호텔에 비해 넓은 편이라 굉장히 만족합니다,2019-11-01,
4640,분당댁,50,남편이랑 둘이 기분전환이 필요해서 서울인근 호텔로 나들이 급 예약해서 왔어요 둘이 머물기 딱 좋은 사이즈의 룸이구요 트윈베드에서 편하게 사각사각 침구도 맘에 들고 잘 쉬고었네요,2019-11-01,
4641,ydkim2019,40,깨끗해서 편하게 머물렀습니다 그런데 옆방과 방음이 완전하지 않아 문 여닫는 소리 복도에서 이야기 하는 소리가 들리는게 흠이였습니다,2019-11-01,
4642,Leo Park,30,처음으로 신라스테이에 투숙했었는데 배정받은 객실의 문을 여니 담배냄새가 심하게 났었습니다 바로 창문을 열고 프론트데스크에 전화하니 옆방으로 즉시 교체해 주었습니다  그런데 담배 냄새의 강도로 보아 마스터키를 사용할 수 있는 직원이 전객실 금연실임에도 고객을 위해 준비된 방에서 불과 얼마 전에 담배를 피고 나갔다는 것을 알 수 있었습니다  저포함 3명이 투숙했었는데 방은 예상대로 매우 좁아 테이블에 의자가 2개만 놓을 수 있는 공간이었을 정도로 구조적으로 협소하여 매우 답답했었고 세면실의 타올도 좀 오래된 타올이 있을 정도였으나 전반적인 청소 상태는 깔끔함 편이었고 Amenities는 다소 고급스러웠습니다  가격을 감안한다면 이 정도쯤으로 예상은 했었으나 향후 다시 이용하고 싶지는 않다고 느꼈습니다,2019-11-01,
4643,jkim156,50,매우 만족스러웠으며 직원분이 매우 친절히 도움 요청에 응해주셨습니다 매우 도움이 되었습니다 즐거운 여행이 되었습니다 다음에도 이용하도록 하겠습니다,2019-11-01,
4644,barbie5422017,50,깔끔하고 심플한 느낌의 호텔입니다 부족하지도 않고 과하지도 않게 딱 필요한 것만 준비되어 있는 느낌 조식 쌀국수 맛있어요,2019-11-01,
4645,띠뜰리,50,세종문화회관에서 공연 관람을 위해 금요일 1박 숙박 하였습니다 걸어서 공연장과 경복궁 등을 갈 수 있어 좋았고 객실 상태 또한 깔끔하고 정갈하였으며 조식 또한 많이 소란스럽지 않았습니다  체크인체크아웃 시 직원의 과하지도 모자라지도 않은 적절한 응대로 부담 스럽지 않게 일 처리를 할수 있어 마음이 편안했고 객실 예약 할 때 미리 조용한 객실을 요청했는데 정말 그 광화문 집회의 소란스러움이 전혀 느껴지지 않고 복도의 말소리도 없는 곳으로 배정해 주시고 친절히 설명 해 주셔서 고마웠습니다 다음 서울 여행때 또 예약 할게요,2019-11-01,
4646,hayoung1297,40,우선 별점 5점을 주고 싶은 것은 신라스테이 광화문점의 프론트 직원분들이예요 질문 하나하나에 정성스럽게 대답해주시고 안내해주셔서 정말 마음이 좋았습니다 신라스테이의 특성상 특별하게 방의 크기가 크진 않지만 그럼에도 청결하고 쾌적한 룸과 깔끔한 욕실 편안한 베드가 참 좋았습니다 다만 아쉬운게 있다면 조식에서 과일의 종류나 찬의 가짓수가 조금 더 다양하고 많았으면 좋겠다 생각이 드네요 그리고 저는 식사가 끝난 테이블을 치우거나 다시 셋팅하시는 직원분들이 조금 더 조용히 치워주셨으면 합니다 바로 옆에서 식기류가 부딪히는 소리가 귀에 거슬리는 정도였습니다 그리고 다시 셋팅할때도 테이블 사이를 빠르게 지나다녀 어수선한 느낌이 없지 않았네요 그것만 제외하면 전반적으로 모두 아주좋았습니다,2019-11-01,
4647,cutequf26,50,역삼마포 모두 가봤지만 역시 다들 친절하고 분위기도 좋음 여긴 더 세련된 서비스를 느낄 수 있음  룸 맞은 편에서 보는 야경뷰도 좋았고 침구류가 정말 마음에 들었던 호텔머 비싼 호텔은 다 좋긴 하지만 여긴 정말 짱짱 좋았음  오피스랑 가까워서 여기저기 가성비 좋은 카페도 많았고 나름 분위기 있는 카페들도 주변에 많아서 휴식취하며 힐링하기 좋았어요 재방문 의사 100인 곳,2019-11-01,
4648,idmswni107,50,엄마랑 서울 놀러와서 만족하고 돌아갑니다 객실 상태도 좋았고 직원분들도 친절했어요 다음에 서울에 온다면 또 여기서 머무를거에용,2019-11-01,
4649,jdu0108,50,ELENA님 너무 친절하셔서 제가 이름까지 문의했네요 직원들의 친절도가 가격을 다 커버해줘요 객실도 깔끔하고 이 금액에 이 위치에 이 청결도에 이 친절이라면 충분히 지불의사가 있습니다 조식도 깔끔한편인데 이용고객이 많고 그에비해 이용 시간이 짧아서 마감 가까이 먹기 시작해서 좀 급하게 먹었네요 맛은 있어요 다만 가지수에비해 먹을게 많지는 않았어요,2019-11-01,
4650,Hawaiihulahula,50,가족셋이서 머물렀는데 위치가 우선 광화문 쪽에 있어서 인사동이나 안국역 광화문역 시청에 가기 좋았고 1층에 스타벅스도 있고 근처에 버거킹 식당 등등 음식즐길 곳도 많아서 편했습니다 침구도 깨끗하고 세명이서 머물기 불편하지 않은 시설이었어요 화장실도 넓고 깨끗하고 좋았습니다 다음에 가면 또 묵고 싶은 호텔입니다,2019-11-01,
4651,jin,50,위치가 해변에서 가장 가깝습니다 시설 좋고 직원분들 너무 친절합니다 다시와도 신라스테이에서 숙박 하겠습니다 강추합니다,2019-11-01,
4652,Susan,50,이때까지 방문해 본 비지니스호텔중에 분위기도 시설도 직원들도 최고입니다 모두들 신라스테이 해운대로 지금당장 컴컴,2019-11-01,
4653,Hoonsik Kim,50,신라스테이가 해운대에서 비교적 조용한 위치에 자리잡고 있어서 바닷가 산책하고 맛집탐방하기 좋은 위치에 있어 힐링여행 되었다 이름답게 4성급이어도 5성급서비스와 다름없었다,2019-11-01,
4654,박주혜,50,해운대에 있어서 위치도 좋고 깔끔해서 잘 이용했습니다 깔끔하고 조식도 괜찮은 것 같아요 부산 여행 하시면 완전 추천합니다,2019-11-01,
4655,박선영,50,혼자 부산여행왔는데 접근성도 좋고 직원분들도 친절하시고 깔끔하면서 조용하고 너무 좋아요 다음에 부산오면 또 이용할의사 있습니다,2019-11-01,
4656,SungWon Yoon,50,비지니스로 방문 하였는데 룸컨디션이 아주 좋고 직원분들도 친절하세요 해운대 바로 앞이라 바닷가를 산책하기도 매우 좋아요 추천합니다,2019-11-01,
4657,김혜경,50,해운대랑 너무 가까워서 좋아요 주변에 맛집도 많아서 메뉴고민안하셔도됩니다 얼리체크인도 가능해서 좋아요 로비도 조용하고 큰창으로 해운대가 보여 휴식하기좋으네요,2019-11-01,
4658,Jeongeun H,50,해운대 옆이지만 뷰를 기대하지 않았는데 대각선으로 보이는 해운대 바다가 꽤 많이 보여서 선물같은 감동이었습니다 친절한 직원들도 너무 감사했고 아베다 어메니티 또한 소소한 감동이었습니다,2019-11-01,
4659,Jihye L,50,신랑 휴가에 맞춰 함께 첫 부산인데 신라스테이에서 편안한 숙박했어요 새로 생겨서 깨끗하고 좋으네요 해운대 해변이 보이는 방으로 예약했는데 좋은 선택이었던거 같아요,2019-11-01,
4660,Hongdayoung,50,해운대 바다 바로앞이라 편리하고 주차장도 넓구 편해요 로비도 깨끗하고 신라스테이만의 깔끔함이 보이네요 훌륭한 뷰와 접근성 모두 우수합니다,2019-11-01,
4661,Henna,50,호텔 직원분들이 친절하고 로비에서도 바다가 잘 보여요 위치 좋아요 해운대 호텔 신라 스테이 완전 추천합니다 얼리체크인 이벤트로 알차게 쉬고 가려구요,2019-11-01,
4662,sweetsmile,50,직원분들 너무나 친절하시고 방도깨끗하고 외관도 멋지네요 무엇보다 바닷가에가까워서 아이와 함께걸어가기에 너무좋아요,2019-11-01,
4663,hwa hyeong w,50,부모님 모시고 여행온거라 시설 안좋으면 어쩌나 걱정했는데 해운대 바로 앞에 있어서 경치도 좋고 시설도 엄청 깨끗해서 좋네요 잘 쉬다 갑니당,2019-11-01,
4664,박무근,40,광화문신라스테이에서 숙박한 경험이 있었는데 깔끔한 느낌이 좋아서 이번에는 해운대신라스테이를 찾았어요 역시 관리도 잘되있고 깔끔한거같아요 다른지역 신라스테이도 다 돌아보고싶네요,2019-11-01,
4665,희 서,50,위치 및 깔끔한 분위기에 가족과 여행하기 좋습니다 오늘 부산 불꽃축제로 왔어요 생일축하 겸 함께해서 좋네요 추천합니다,2019-11-01,
4666,YURI LIM,50,해운대 해수욕장이 바로 보이는 위치이고 김해공항에서 리무진이 바로 앞에서 내려줘요 시설과 분위기 인테리어가 좋아요,2019-11-01,
4667,최원길,50,신라스테이 해운대점에서 2박3일 잘 수다가요 직원분들 넘나 친절하고 방청소상태도 괜찮고 넘나 죠아써요,2019-11-01,
4668,minnyoung,40,내부도 깔끔하고 시내 바다와 가까워 접근성이 좋아요 직원분들도 친절해서 더 좋았습니다 생각보다 일찍 도착해서 얼리체크인 여쭤보았는데 얼리 체크인도 가능해서 좋습니다,2019-11-01,
4669,MJK,50,해운대 호캉스는 늘 신라스테이로 와요 바다가 바로 보이는 오션뷰 로비의 곰인형이 포토존이니 잊지말고 기념사진 찍으세요,2019-11-01,
4670,csangh,50,깔끔하고 친절하구요 위치도 해운대 바로 앞이라 너무 좋았어요 객실은 물론 깨끗하구요 특히 라운지도 바다앞이라 좋았고 카페 및 편의점도 있어서 좋았어요,2019-11-01,
4671,YUM,50,건물 내외관이 깨끗하고 직원들도 친절하며 해운대 접근성이 뛰어납니다 선택하시고 후회는 없을 것 같아요 추천드립니다,2019-11-01,
4672,Hoyeoljung,50,주차장시설 잘되어있고 바다 바로 앞이고 직원분들도 친절하시고 시설도 깔끔하고 괜찮은편 다음에 다시 방문의사 있습니다,2019-11-01,
4673,Hailey,50,프런트 직원분들도 친절하고 오션뷰 너무 좋아요무엇보다 침대가 편해요 다만 객실에 거울이 있으면 더 좋을 거 같아요 최공,2019-11-01,
4674,DEOKKYUNG HAN,50,부산오게되면서 호텔을 많이 찾아보다 신라스테이해운대 호텔이 깔끔해보이고 조식도 맛있고 만족했다는 글을 보다 저두 신라스테이를 오게되었는데 제가 생각한것보다 훨쒼 좋고 방도 깔끔하고 Front분들도 되게 친절하시고 일단 그냥 좋아요 해운대오시면 추천합니다,2019-11-01,
4675,연 선,50,깨끗하고 너무 좋아요  직원분들도 친절하시고 위치도 너무 좋았습니다 재방문의사 100 입니다 같이 온 일본 친구들도 또 오고싶다고 했어요 부산여행에 좋은 추억을 남겨주었습니다,2019-11-01,
4676,이호열,50,해운대 앞에 위치한 정말 깔끔하고 분위기 좋았던 숙소 국내에서 호텔은 처음인데 앞으로 종종 이용할께요 해변까지 5분거리 ,2019-11-01,
4677,롱달98,50,30년지기 친구와 아이들을 데리고 두번째 여행을 부산으로 왔는데 깔끔하고 쾌적해서 기분이 좋네요 부산올때마다 이제 신라스테로 와야겠어요 전망도 너무 맘에드네요,2019-11-01,
4678,Yeonwoo,50,가족여행으로 신라스테이 해운대 왔어요 바다 전망 멋있고 생긴지 얼마 안돼서 깔끔합니다 친구 지인들에게 추천해줄 것 같아요,2019-11-01,
4679,MMMJ,50,서울에서도 자주 이용하는 신라 스테이인데 부산에서도 이용 할 수 있어서 좋았어요 깔끔하고 믿을 만합니다 다음에도 올게요,2019-11-01,
4680,나성애,50,혼자 왔다가 너무 좋아서 아이들과 함께 다시 왔어요 해변이 바로 보여서 밖에 나가지 않아도 해돋이 볼 수 이고 너무 좋은 곳에서 아이들과 편안한 여행을 할 수 있게 되어서 너무 좋습니다,2019-11-01,
4681,염지현,50,신라스테이 너무 좋아요 호텔안에 편의점이나 카페 등 다양한 쉴 수 있는 공간과 직원분들이 너무 친절하고 방도 너무 깨끗하네요,2019-11-01,
4682,진구 김,50,해운대 비치 바로옆이라 접근성이 좋아요 아늑하고 객실이청결해요 직원이 친절하고 근처 호텔 가격대비 서비스 만족도가높아요 재방문의사 높음,2019-11-01,
4683,현재 지,50,저번에투숙했었는데 또 방문했습니다 여전히 깨끗하고 좋았습니다 이번엔 시티 전망으로 했지만 바다가 근처라 놀러가기 좋았습니다,2019-11-01,
4684,SH Lee,50,위치도 해운대 해수욕장 바로 앞이고 객실 상태도 좋았습니다 사전 요청 없이 왔는데도 얼리 체크인 친절하게 도와주셔서 감사합니다 ,2019-11-01,
4685,박효주,50,부산 처음 와서 신라스테이호텔에 예약했는데 프론트 직원들도 너무 친절하시고 하나하나 자세히 다 알려주셔서 너무 감사했습니다 내부인테리어도 깔끔하고 호텔분위기도 좋아여 다음에 또 묵고싶습니다,2019-11-01,
4686,jiyeon,50,해운대로 여향왔습다 위치도좋고 친절하고 좋았습니다재방문의사있어요조식도 기대됩니다담에 가족들이랑 같이 와야겠어요,2019-11-01,
4687,JuDa mom,50,비즈니스 호텔로만 생각했던 신라스테이는 해운대 방문하면서 쏵 바뀌었네요 깔끔하고 모던한 스타일의 신라스테이 해운대는 해변 바로 앞에 위치해 접근성도 너무 좋네요 가격대비 완전 대만족 부산오면 이젠 신라스테이 해운대만 이용할듯요,2019-11-01,
4688,Chachalou,50,응대해주시는 분들도 친절하시고 객실도 깨끗하고 만족스럽습니다 위치도 이동하기에 편하구 접근성도 좋습니다 조용하고 깔끔합니다,2019-11-01,
4689,이은정,50,늘 부산에 올때마다 머무는 숙소입니다 시설도 직원 친절도도 좋아 아주 만족하고있어요 다음 부산여행도 고민없이 신라스테이 방문할 생각입니다 즐거운 여행이었습니다,2019-11-01,
4690,propose322,50,친구랑 호캉스하기위해 해운대호텔을 검색하다가위치 가격 룸컨디션 전부 맘에들어서 예약했어요 3시 체크인인데 조금 빨리도착했음에도 친절히 얼리체크인해주셨구요직원분들 매우친절친절 룸은 시티뷰였지만바다가보이긴 보입니다어매니티는 무려 아베다구요 다시와도 또 신라스테이에 머물것같아요,2019-11-01,
4691,John doe,50,직원분들도 친절하시고 조식도 너무 편리합니다 객실이 깨끗하고 뷰가 좋아서 정말 만족합니다 다시 오고싶은마음만 남네요,2019-11-01,
4692,Yesol,50,해운대 놀러와서 신라스테이에 묵게 되었어요 역시 믿고 가는 신라스테이 1층에 백미당도 있고 뒤쪽 바로 번화가라 접근성도 최고입니다 서울의 서초나 강남지점보다 훨씬 낫네요 잘 묵다 갑니다,2019-11-01,
4693,장원혜,50,해운대 숙소를 어디로 잡을지 고민 많이했는데 신라스테이 해운대가 보여서 바로 예약했었어요 처음 묵게되었는데 너무 깨끗하고 좋네요 프런트 직원분들도 친절하시고요 내부 컨디션도 아주 좋아요 다음에 재방문 의사 100입니다 추천합니다 ,2019-11-01,
4694,Youjung,50,해운대에서 깨끗하게 이용하기 좋아요 바다도 바로 보이고 위치적으로 맘에 듭니다 오션뷰가 좋아요 다음에도 이용하고 싶어요,2019-11-01,
4695,조문채,50,해운대 해수욕장 바로 앞에 있어서 뷰도 좋고 교통수단 이용하기도 편리 합니다 그리고 숙소만큼은 싼데 찾는거 보다 확실히 가격이 좀 나가더라도 확실한데가 나은거같습니다 너무 편하고 좋네요,2019-11-01,
4696,Sori,30,가격 4점 가격 4성급호텔에 비해 평일에 가서 그런지 저렴했어요 객실 컨디션 5점 깨끗하구 좋아용 직원 서비스 3점체크인 아웃 외 컨택을 못해서 위치 바다앞이구 좋아요,2019-11-01,
4697,사라찡,50,서울에서만 이용하다가 처음으로 해운대 신라스테이에 왔는데 바다앞에 있어서 너무 좋아요 주차장도 넓어서 주차하기가 좋네요 로비 방 너무 깔끔해서 좋아요,2019-11-01,
4698,Shahwh,50,너무 만족합니다 예뻐용 혼자 여행올때도 너무 크지않고 딱 좋은거 같습니당 위치도 편리하고 바다 바로 앞이라서 완저니 추천이용,2019-11-01,
4699,수지니,50,모던한 디자인에 사진과 그대로 깔끔해요 로비에서도 친절하게 인사해주시고 부산 오면 무조건 신라스테이로 오려고요 완전 마음에 들어요,2019-11-01,
4700,민정 김,50,비지니스호텔 가성비 갑 신라호텔 부산점에 방문했어요 부산은 처음인데 경치 굿 교통 굿 접근성 굿 비지니스 치고 외관도 굿 믿고가는 곳인거 같아요 부모님이 너무 좋아하셨어요,2019-11-01,
4701,JUNE,50,와이프 생일 기념으로 찾았는데 최고의 오션뷰는 물론이고 위치가 너무 좋네요 내부도 청결하고 덕분에 좋은 추억 만들고 왔습니다,2019-11-01,
4702,함영선,50,해운대바로앞에잇어서 오션뷰가 찐 교통도 버스타고내리니 신라스테이가 똭 시설도 너무깔끔하고 군더더기없고 편안한 느낌이랄까나 여자혼자여행왓는데 즐겁게힐링하다 갑니다,2019-11-01,
4703,jiyoung cha,50,해운대 해수욕장 바로 앞 호텔로 위치가 아주 좋고 룸 컨디션도 최상입니다 신라스테이를 자주 이용하는 편인데 그 중에서도 해운대 신라스테이가 가장 좋네요 만족스럽습니다,2019-11-01,
4704,sbc,50,객실도 깔끔하고 직원분들도 너무 친절하세요 위치도 좋고 주위에 편의시설도 좋습니다 다음에 또 방문하겠습니다 감사합니다,2019-11-01,
4705,dayoung,50,버스정류장 바로 앞에 있어 교통도 편하고 최신 건물에 깨끗한 시설 푹신한 침대 뭐 하나 나쁜게 없네요 오션뷰 객실에서 보는 해수욕장은 정말 최고입니다,2019-11-01,
4706,seongjin,50,신라 스테이 해운대 객실 컨디션은 아주 좋습니다  위치가 일단 해운대 바로 옆에 있어서 너무 좋습니다 주변에 맛있는 집들도 가까워서 나가서 간단히 먹기에도 좋습니다 새로 지어서 그런지 깔끔하고 분위기는 좋네요,2019-11-01,
4707,이상준,50,가족들과 부산여행와서 신라스테이 해운대방문했습다 위치도 좋고 직원분들도 친철합니다 객실도 깨끗하고 전체적으로 만족스럽습니다,2019-11-01,
